task	split	trial	idx	truth	formF	sha256
motiondir	adv	r2a_motiondir_200709	200709	SE	SW	0fce6fd5dae2573636395f34b411bdd0e12bda58aeaa57eeaa6b07485ac55b8d
motiondir	adv	r2a_motiondir_200711	200711	W	E	099775bf488faae95701240d6c43ac13de2e1324aaef9cf2787d17aecb9e634e
motiondir	adv	r2a_motiondir_200714	200714	N	S	c6af54bcbf9fe09b6a2aa6786a545f786b5a1667525ad1275e3782a733125d04
motiondir	adv	r2a_motiondir_200716	200716	NW	W	729bff004dfd249368ab84a6aaa91d63f175464740edd55a75b618ae69771023
motiondir	adv	r2a_motiondir_200717	200717	NW	SE	98ade9b4c4d3b5b1f27869191840bb6a65d25415d440c45205892df6ce4537df
motiondir	adv	r2a_motiondir_200718	200718	NW	N	3e3dccbb996d985124e5431565b304e19f1a009854021c806b87d90a41a01e32
motiondir	adv	r2a_motiondir_200720	200720	NE	SW	100c0af58f5aab44aee9fdda0422d88f77791709076409b982c82654cfe91ca0
motiondir	adv	r2a_motiondir_200723	200723	E	W	7ad1691d38b02ff96b79bec0b22df915af1813ec53f538ede2cc46205071a23f
motiondir	adv	r2a_motiondir_200726	200726	N	S	7cc9127b746029c463ca6ac1a6f534c388683d6c3a3e36af0b7d0660f0d383c0
motiondir	adv	r2a_motiondir_200727	200727	E	NE	c6e32326717435ab28e18fd47c834dd3d45e0c63b5b69ea83f18852d5d9d8059
motiondir	adv	r2a_motiondir_200729	200729	S	N	c5583a564a95e542040dfae2fa745b0d8e5921e1b32dfcd06aff19844670f27f
motiondir	adv	r2a_motiondir_200730	200730	NE	SE	1ac5fbd9abc162679b72987e421accb0c689def8332e85eb1f30081e7a9761ed
motiondir	adv	r2a_motiondir_200732	200732	E	W	755d8ef088b881b31b522eb1e29321b8fc24aff2ee500380c4b3e1e2d9c5777f
motiondir	adv	r2a_motiondir_200735	200735	SE	NW	15b446e01e0d6ec140a7592a55bd6b5730b9d69e5cd2b1ebc3c0634d73639965
motiondir	adv	r2a_motiondir_200736	200736	S	W	acc520d2d8037c6b03c1cbea50fd7bd31893d2763781941acd8fd36225e67de9
motiondir	adv	r2a_motiondir_200738	200738	NE	SW	8e078bcc4c899a6cfe8b11e75fb953352303d4ff29db6d290af53899464d7063
motiondir	adv	r2a_motiondir_200741	200741	NE	SW	01d3eea96b84111bc23bc2871e9acbc6962a728fb887164141f5cf2e4d914676
motiondir	adv	r2a_motiondir_200744	200744	SW	NE	27ab6f89f4434dcc2d755db55d359e38af95df6d001a3bcb7aea43980bcd37aa
motiondir	adv	r2a_motiondir_200745	200745	NW	NE	274df6a4b896372ebfa9ed8347d7478f2f57dde6212b3e92b73e524825ad11a8
motiondir	adv	r2a_motiondir_200747	200747	SE	NW	8bbe309ace9e176649144a5649d1a01dbefcee0ae4d9909e68ba6b635b10a4ef
motiondir	adv	r2a_motiondir_200750	200750	SE	NW	1d702807947c8cd1360ccb09ed7307405ad54cc57f3d785956e39d61350a7cd9
motiondir	adv	r2a_motiondir_200753	200753	SE	NW	2048cee73776dd46b2f6402b62cc64aecacdd9af6be63ef09447c57d44b91667
motiondir	adv	r2a_motiondir_200756	200756	NW	SE	da7fecafe10fb762d6200bace4927fdd540110315a1967fdfab98eff223f17c5
motiondir	adv	r2a_motiondir_200759	200759	E	W	73e9e09b24c6774f6d9898434e439ea99f04a8e24e4b54eefe133982ad89a844
motiondir	adv	r2a_motiondir_200760	200760	W	NW	4a2e08bec5f479b6e33c12b0374e903d796995f33604708d35fc9f5bd3991d1f
motiondir	adv	r2a_motiondir_200762	200762	SW	NE	468326b4d1272342c8a2084eabdbbf1323944b5f496459d0efb24644ddcdf0be
motiondir	adv	r2a_motiondir_200765	200765	SW	NE	552b1f4e2c3a0130fe488862c50aa006d4acbe16548706051ffb86d247fc11b4
motiondir	adv	r2a_motiondir_200766	200766	W	NW	8c864bea45e7c66dae5210818a6b17a2c4ec1bd8f2866b605cfa67ce1ffff608
motiondir	adv	r2a_motiondir_200767	200767	SW	S	028f5481edac806e0d1bf1c006915e16e60c31de4419b2c8747c5f55571b325b
motiondir	adv	r2a_motiondir_200768	200768	S	N	020f3c9964d7e72b4b08ba6f63884c591d92980ea530d6ff1b2a2d4c593d6642
motiondir	adv	r2a_motiondir_200769	200769	NE	NW	7b46de1578d0a856cac7e6911543d77731b085dec8693d6485dfe825879bfdb7
motiondir	adv	r2a_motiondir_200771	200771	W	E	525ab1983b74e261fa597d4a7d26cd6fef7ecf4782b4ade6821c7b528571ec72
motiondir	adv	r2a_motiondir_200772	200772	NE	N	c8f60a50d049d6f9e2bddc77b4d1d51d2ba799387a58763c05cd80b8b6c27f37
motiondir	adv	r2a_motiondir_200774	200774	SE	NW	4c07d0156657707b1b95c0044d98ced390b06a81d188327947c945c9de740195
motiondir	adv	r2a_motiondir_200775	200775	NW	N	89ecf8dc8589d58117cc7575b0f686fb30a19387ee8e329191b62d9d22e218ba
motiondir	adv	r2a_motiondir_200777	200777	SW	NE	418764bb2398785a000a78f1a62edb5ad4cd2539f9e04c88babd796aa1b1d644
motiondir	adv	r2a_motiondir_200778	200778	NW	N	c620d624e27fa0d0adc6c7521192f9b1ee16da8c452ee1956e90e41003a6ddcc
motiondir	adv	r2a_motiondir_200780	200780	E	W	d6246b5c5e0022b51a6dc78c34cfea766591807587ac28ce57e4e58ec75806e5
motiondir	adv	r2a_motiondir_200781	200781	S	SE	ec49828c5374fea969e185cb6fc765f4dabd18745a385c6fc86b79e24d1440d1
motiondir	adv	r2a_motiondir_200783	200783	N	S	85e3163621ef338f93f496bccb4c07e388f87c50ba9705840ad5370799c44036
motiondir	adv	r2a_motiondir_200784	200784	SW	E	b4ab510ec28aa77809b619c0ceec4b2bc779bbcd6849c5876ce45c470ffb6896
motiondir	adv	r2a_motiondir_200785	200785	N	E	ba2e1801975286c356a45b67251f2565f3ee32249165c57dde62773acd9790f7
motiondir	adv	r2a_motiondir_200786	200786	E	S	2aef487fca409201541a37b846ef4cc6aa78ca6d8bcf0458f47c367a41ef2d5b
motiondir	adv	r2a_motiondir_200789	200789	W	E	18636c3672975ff55ed59a4b19a56cbdf355e10ff03f14a298767edb4f47dc64
motiondir	adv	r2a_motiondir_200790	200790	NW	NE	b2286a7be770e0e8d09a54fc86812ca378b52467e6f040ca112b47a079068516
motiondir	adv	r2a_motiondir_200792	200792	W	E	1b29e3ce3018c74484b71dff71789d8c4307c9ba322e726f7baa02718811ceef
motiondir	adv	r2a_motiondir_200793	200793	NW	E	459a28129a564bf3d8c2887daad5f03490465e8e484f5d359e979f48721ee1ab
motiondir	adv	r2a_motiondir_200795	200795	SE	NW	8f89f77f706a34e0a284233b8202126a179d7579970aa2128d6034f5c5ddff0e
motiondir	adv	r2a_motiondir_200798	200798	SE	NW	1ab6da3bcfa7beadcd06c1a7fbf34f15448c3e2665f72920569fc13aca7c1a02
motiondir	adv	r2a_motiondir_200801	200801	N	S	2d55a256cba1a7f0626c29af1cd57f9b6ce295c7302cfe5385e2b58c18b94e1b
motiondir	adv	r2a_motiondir_200804	200804	N	S	719148db1f04c65dfd7ca7a1de7778778a073a863cd5677dd0db7d753a991296
motiondir	adv	r2a_motiondir_200805	200805	W	N	b13d4e16995db5ba323f60dab23c52fd9d0b8e8731ee8e14e7fa135e92fe6997
motiondir	adv	r2a_motiondir_200806	200806	SE	E	626ff19d57167d76fc3436de226ea7b30cfed83c91d59e0f07bf085a966907e0
motiondir	adv	r2a_motiondir_200807	200807	E	W	b556de7861834624dfc32a6b2d85bb0d3a99ea4f03f73701f38b3eff2819b6e5
motiondir	adv	r2a_motiondir_200810	200810	SW	NE	af617b495059c00c95e7de77579e62409f641c485c5f125669b69c8b18e6cc7c
motiondir	adv	r2a_motiondir_200813	200813	SE	NW	bb393b6eef81723782c0d8109fdd7e28096f62d102674b8b788c0baa0b7e2c45
motiondir	adv	r2a_motiondir_200814	200814	SW	W	408198ac67af16f921a535c5cdfeb7f8153365ab760baf74e42a2ff3dbcc4702
motiondir	adv	r2a_motiondir_200816	200816	NW	SE	15e92f8edcd8517d6e49e70f9a033bcf151aaf6348c480fd2d863dd3576a2250
motiondir	adv	r2a_motiondir_200817	200817	E	SE	61a9d39182aa50e77cf1f3c99afab5fa40f5b8779301fce5de7f8e5978099d6b
motiondir	adv	r2a_motiondir_200819	200819	NW	SE	4fac2a29ac8b321910c4134e6650fdeb12eecaa3a4d236c3df144f88ebaed9de
motiondir	adv	r2a_motiondir_200820	200820	NW	E	5ae8d75f1e1e5b0a1f4ac56d88ae68efbf12536e9343b0522c5c80ffe6c6934d
motiondir	adv	r2a_motiondir_200822	200822	N	S	c7e0dab8a57446b4edb9a5522d924f2de17109506b98c33d413cb59e423c550a
motiondir	adv	r2a_motiondir_200823	200823	SE	N	cc8af23444c8551293a1af3dc98a6c2032015bc1a6860b2e28bc2e42253fbc73
motiondir	adv	r2a_motiondir_200825	200825	W	E	250eb1e6daf1748757d3d7083df4a3b3868b0c465b22ab8026240fb9d0f06535
motiondir	adv	r2a_motiondir_200828	200828	NW	SE	f6bf8937641cb2281ef9032157419228f0e3a1e70a6740946e7fcb36d08b6dd7
motiondir	adv	r2a_motiondir_200829	200829	NE	W	1f8ffde45c65da0352e4fe7b204e62f17f1736cda1744eac0960127dc805d5c5
motiondir	adv	r2a_motiondir_200831	200831	E	W	5575d155ae9722da2cafafb1daae63f11d8e4f0ffe7449701c408971a2a45c54
motiondir	adv	r2a_motiondir_200834	200834	N	S	951700a27a682dc8893b5746b7b761e211bc2c2b5640fcf0a4b9f5c7cf27b7a3
motiondir	adv	r2a_motiondir_200835	200835	SE	SW	435316c8a9cc784bfa888b992acf556ed0fcedac2ead4dfbe6072c117eebc3ee
motiondir	adv	r2a_motiondir_200837	200837	W	E	ee57bb80c760f968674b2e59382e7715af1d0449f11d48db03863c2d099e1b3d
motiondir	adv	r2a_motiondir_200840	200840	E	W	c99b415d7ee472f5bee745ce1b35e289825841800226aeedb238ad2bd80cc015
motiondir	adv	r2a_motiondir_200841	200841	SE	NE	d419ff18cc759405d15ef638851aefc8f31a8a9b379aacbd743f51ac04a0b26a
motiondir	adv	r2a_motiondir_200843	200843	NW	SE	1a59aecffa58e0d246dc6e1ec515965ea7eb4b988daadb920466c88f5dc5feea
motiondir	adv	r2a_motiondir_200844	200844	S	E	df0a7552c758ab0b1d6b7f6a70dba7fb1c3eab5e0128c7b81d656302b19c0dfe
motiondir	adv	r2a_motiondir_200846	200846	NE	SW	147d4a9e81f05f39f7e9ac8c8137169c20f304c16875169266654df38916a4e8
motiondir	adv	r2a_motiondir_200849	200849	SW	NE	eb2f38239a1e373101817fefbf22410b8671300e03226731a2368b40cd699ec2
motiondir	adv	r2a_motiondir_200850	200850	SW	E	b815fa2f8b34e3caae508ac1a385463418bff8a999f8b56ff1d811ea6d5ac5cd
motiondir	adv	r2a_motiondir_200852	200852	N	S	597e7928b6460bb4ff9ec04a2045b2872d33acd03379cad1138f5ece7c77b1c8
motiondir	adv	r2a_motiondir_200853	200853	E	NW	3ddd567f5f7bea5c7c9f901a2ee6410679b8fd95eb4135fa10ae10978e9ef0f6
motiondir	adv	r2a_motiondir_200854	200854	SE	S	7aef1e8cefae95a9a67bcd8c67fa9f57469c3691080824d12f7c04681f1999ff
motiondir	adv	r2a_motiondir_200855	200855	NE	SW	e6fe559d8cdde1a031419df8fcdbe8f518241e6cb58f8603d8a127ab8232fee2
motiondir	adv	r2a_motiondir_200857	200857	SE	S	55a3cb81d74aac792504862ac5c38e47762e5d58808e204707132ba38f00a9b7
motiondir	adv	r2a_motiondir_200858	200858	S	N	dbc0bc519badba0d81959b54f90a3ce0669eae9d3a68b7765dac9fef7fc4b81e
motiondir	adv	r2a_motiondir_200859	200859	W	NE	ad1c9827fc60f4339ced054bacf7060ce3bb81d2cc638e705e826025d1d1e65c
motiondir	adv	r2a_motiondir_200861	200861	S	N	f11d3f9aa5603d753b97eedff949720eeea42e153e90d54adbbd5b65cb067cd4
motiondir	adv	r2a_motiondir_200864	200864	NE	SW	dcb1e7807deb98ad63c3f3a370807f34b30482c2ea54dd9c243139e8af18aca2
motiondir	adv	r2a_motiondir_200867	200867	NE	SW	3a1e490c33e4060981cb29c6e5bfd606ad926139064a5e3fea837980df681303
motiondir	adv	r2a_motiondir_200870	200870	E	W	64798c5289256b52b6e77fd1789bb39bdb095c5be543abec8ba5044b038aee6e
motiondir	adv	r2a_motiondir_200871	200871	W	NE	10fdc12bf7bd856caa3509c0de67ef1f09d4918438e4dde60a13fd3c49c35cac
motiondir	adv	r2a_motiondir_200873	200873	W	E	4fb08f9d0f9f352136839afc2bb600eca19425e94c2ca350ec91a5b911cf0062
motiondir	adv	r2a_motiondir_200876	200876	SW	NE	9f6464ed9129379fad7cd9f61deeca23200f8225202fa7959887ec8bfee36ad4
motiondir	adv	r2a_motiondir_200877	200877	SE	NE	c6fe7a660d5e0905fe45ca6b546c3470ec8b4905fa562dd28d5994ea4dc7e6a8
motiondir	adv	r2a_motiondir_200879	200879	S	N	64d40b49ec7282e07903e95613789753c68555d69f7188f2f6ad0eb22e249372
motiondir	adv	r2a_motiondir_200880	200880	W	SW	e778c9580f13ff1c3ac2904c71a9262845842f59b09911ba66b27b156a522239
motiondir	adv	r2a_motiondir_200882	200882	S	N	c8422edf4a4e863abb19971e2320147dc7829e86b4afdc18a1c7744a7191ec22
motiondir	adv	r2a_motiondir_200883	200883	SE	SW	79c2ef19f5289a3f9f17b62b1759218117ccdb2da2dab738b6753e1f6cecaecf
motiondir	adv	r2a_motiondir_200885	200885	NE	SW	16745eeb689c030cf0af4356072dbe9aa897f2a392fd4dcbbf73d0bb9625ef0f
motiondir	adv	r2a_motiondir_200888	200888	SW	NE	3a87e4b5650fc05d1d2e6dd7af598fc787ad74f1369acee8ebe83358aab0dd11
motiondir	adv	r2a_motiondir_200889	200889	SE	NE	43b6dd3ef4fe8557f45af067d5ac76856c5b8721545a4f3ca00b776fa1bf9bf2
motiondir	adv	r2a_motiondir_200891	200891	E	W	d15e1a9baac9e0e6cd6fd296a00b546087f82cec903f152a7bd614d9941507ce
motiondir	adv	r2a_motiondir_200894	200894	SW	NE	28454d30e7ecd9d56aa3990baefedeff5e257b44927824b3f66a6253c35fb34c
motiondir	adv	r2a_motiondir_200897	200897	NE	SW	e318490aedd3dca9cae70ea617df171428f1ab41748060b6b8d22372775c5535
motiondir	adv	r2a_motiondir_200898	200898	E	NE	d1afa8d7fdbfa719373583c097755ef46c02c89ff5dd7047e438546353583b3e
motiondir	adv	r2a_motiondir_200900	200900	S	N	d6f2dcd5c3a766c329106ee73ac168911c55313c4675a4c33e6e909b02d43472
motiondir	adv	r2a_motiondir_200903	200903	NW	SE	154eb7dc4361d65ebaf2a0df86c6e9ad83f95b79e3371a4eaf7154ad2a3f54e7
motiondir	adv	r2a_motiondir_200904	200904	N	SE	72bec359a429c6d769ca1b7b5f9b266a53c6f2808839fc6249559b3d18c1a888
motiondir	adv	r2a_motiondir_200906	200906	SW	NE	0d48feea424037c0114dc6872cf6ab7936ce74e9987fb6fe7519d9c441b5e1f4
motiondir	adv	r2a_motiondir_200909	200909	N	S	f0a01f8c920b61b8be837430103cb2c3e3e20afa1ae8f3915978eb795070beb9
motiondir	adv	r2a_motiondir_200912	200912	NW	SE	b132918563afc3d5d528f2d5ce2f09c77b786413d2870f364a68079b226b501c
motiondir	adv	r2a_motiondir_200915	200915	N	S	ef1bcd3bc635ea85c9c22416fc0cff7362f666f2acff65172f1ec048384a0109
motiondir	adv	r2a_motiondir_200918	200918	E	W	b2ccac4ce1a5c9004eae4d488ae81e6ffe3870a31f06a4db2b538fff7dcf2aaf
motiondir	adv	r2a_motiondir_200919	200919	E	N	e2b1b7eeed1a9661b22ef5e01dc14e76bf666bb4953ffcd010d296fcf3500bf4
motiondir	adv	r2a_motiondir_200922	200922	NW	E	ae7f497f39ba750addeb632c97f1d407de6822a5a8656aafd3039bf8f30cb326
motiondir	adv	r2a_motiondir_200923	200923	SW	S	fae0f7d5da289a4e0485d1f60b538fec77a3e48d19fcee87d4126f3b9fbea77d
motiondir	adv	r2a_motiondir_200924	200924	NW	SE	e528f84c03b8bc6c17e6c155a2f11e90ab69ecb5a6503f8e176e00673234613b
motiondir	adv	r2a_motiondir_200927	200927	SW	NE	a35e53746cb5090b622c7d7507b28a11221fa27238958cc5f30f727abde86dbe
motiondir	adv	r2a_motiondir_200930	200930	NW	SE	5b32cb76fc933b80b61362212c7c310312cf02c265875dcf59d60ee096f04937
motiondir	adv	r2a_motiondir_200933	200933	N	S	b7dce4f92136d70c11725be15fafceaa8a17fca8f59cd42ddd3e1ecf452ffd8c
motiondir	adv	r2a_motiondir_200936	200936	NW	SE	f9c133f6d6186996a38fa04884ec452a01fcdd14000dab1999fad374df62677a
motiondir	adv	r2a_motiondir_200938	200938	SW	SE	8a4b759fa38c88c366e2c634bfe8a923ba8a5af60f6b411fe6b3fcacd7ee7f9e
motiondir	adv	r2a_motiondir_200940	200940	W	NW	29f5f8e9b6ee1ec257bd8f32c4e30d4098c3252412bc27abe68eee804459c1f7
motiondir	adv	r2a_motiondir_200942	200942	E	W	94c37718f4fd0de95f09d156e7d2fe4083bdff1049be6ec4d0af0534ebdd453a
motiondir	adv	r2a_motiondir_200943	200943	W	SE	6fe8aa6fd1cb3bd87cd5aec119838bde38119e2c172cd4b41f09bbbb05e87426
motiondir	adv	r2a_motiondir_200945	200945	SE	NW	7890ff46a3e02aa3d278c245639b2e112ff9cd7f382e7cd981c06a2639dbf087
motiondir	adv	r2a_motiondir_200946	200946	E	NW	a34994307e491f82e4db7d125f0dd7e991f019c0e86a7a088aee9d3e7617f511
motiondir	adv	r2a_motiondir_200948	200948	SW	NE	f2919e7125dd22a18dec3945e44891c91ed479be446fa90246af898f8125ded4
motiondir	adv	r2a_motiondir_200949	200949	SW	E	559011012bbec9d96fddab8948d48e7116433a0658d56c23adcc36740451c1d9
motiondir	adv	r2a_motiondir_200950	200950	NW	E	fa1a89f366e4309269ea35295ff1c50301151303deff0b787a4def9f396a1689
motiondir	adv	r2a_motiondir_200951	200951	NE	SW	bafc7d2535cfdd8d3a47cb744c8cbce7ac591e1e8f2cd7917a305d5b349de384
motiondir	adv	r2a_motiondir_200952	200952	SE	S	28bce0396f62401c263cd36459e16b5259de517eff3ec40c448d252f0210deb6
motiondir	adv	r2a_motiondir_200954	200954	E	W	42cd2aac7a191bc95b20a86050ee1b7566244803231d3640862b908b770a7459
motiondir	adv	r2a_motiondir_200955	200955	W	SW	10d1057649b3eb2b389eae3c2c4afc2f33463befbba777a5ad80e15ca1d6935f
motiondir	adv	r2a_motiondir_200956	200956	E	W	0b2ad5a720b1767d68e9da4c39caeff4600b346f42bf1ad1cc5ba1c085f99405
motiondir	adv	r2a_motiondir_200957	200957	S	N	e42eb4da6328f5711e8629fe4621e25f2b376cb49654de0236c91391b7b45b58
motiondir	adv	r2a_motiondir_200960	200960	SE	SW	e67aa4e32d22e116b6cf3a6bff81d088b922300966d9ecbe467311b55094752b
motiondir	adv	r2a_motiondir_200963	200963	W	E	efff2f70c03429f1260205390823ef5a4883c67c70a4d5825cfc8784f34dd791
motiondir	adv	r2a_motiondir_200966	200966	SW	NE	123729c30d071eabe149a6c02b68d051d0f8e9d459b49b9428d9db8047743f32
motiondir	adv	r2a_motiondir_200969	200969	E	W	1affe29bc3cb713156029c72bfa70cc5c7dd0b7da10ca9389594589684b5123d
motiondir	adv	r2a_motiondir_200971	200971	NW	N	f87168ff57655463ac082bb3c17cfba3b25ee1c1327b7172a8ede1f37d681dba
motiondir	adv	r2a_motiondir_200972	200972	NW	SE	4d40b0bb641fdb8fe430f617d7f2d3d6aacb4cd7ddee3059a133fee831e82db9
motiondir	adv	r2a_motiondir_200975	200975	NE	SW	9d58f1dc4c045eaf7a225ffd8545ccc30476a7e417a2658ea0ad592296c6aa00
motiondir	adv	r2a_motiondir_200978	200978	S	N	15ee13eedf74a87a61f5ba7ff9bf7af36f6c2e58290849b88a9ce8e67778928f
motiondir	adv	r2a_motiondir_200981	200981	W	E	68f5911e795315d72874aae4bd0be5ffd7b0b4463807ea47fff21f3719e0e175
motiondir	adv	r2a_motiondir_200984	200984	E	W	203a1cfe0d80abb32c5fffcde1343346ab223d5068ff874d721ba74b56e494af
motiondir	adv	r2a_motiondir_200985	200985	N	SW	ca0c1418734a190fdbb554690ca649d42eccc07eed0e1f5ac373a5e021a0d457
motiondir	adv	r2a_motiondir_200987	200987	W	E	9674869ce5e1c898dc61ad205be935e0990aac7eed34ff86b66fb3cd76826a61
motiondir	adv	r2a_motiondir_200989	200989	SE	S	12f4eb4cd6cf88c0e6e1546b75fcf15b92a46633356e51d982373c5dd95a2866
motiondir	adv	r2a_motiondir_200990	200990	NW	SE	4c721242e5af4202f70a24000526f45a25453d1b63c61a88f66c0238fc927fc7
motiondir	adv	r2a_motiondir_200991	200991	W	N	c17710f4ce3dcea3fdcba4cf866d8d2ab875229a41c75c605e04b95b6fda3ab9
motiondir	adv	r2a_motiondir_200993	200993	SE	NW	370c741b42721dd112ed4ca8335be205e30dbd14497532d2cae7c009ea0eba5a
motiondir	adv	r2a_motiondir_200996	200996	S	N	0ff350a225d60cc08af9319a6972bd54708868b7c2bb8cefd6ccd0613475cd6f
motiondir	adv	r2a_motiondir_200999	200999	SW	NE	61bfdd7688f50e58c4b4f79816c052ff35ff79d25e2525fb948e70b4309fdd27
motiondir	adv	r2a_motiondir_201000	201000	W	N	ffb9ad13e63be8d25c21caf1385dd713b2f3600d827b467dd9171cae7bbd4e74
motiondir	adv	r2a_motiondir_201002	201002	NW	SE	932dd1511f51e2df7949a8ed338600d73474df1c50379101b34e0837fa5a5061
motiondir	adv	r2a_motiondir_201003	201003	E	NW	634ffc7f2ef9fadffc414a42b60b3b53df27186c43c080dc8211d36cc96fe47b
motiondir	adv	r2a_motiondir_201005	201005	SW	NE	8fd06f3b878eb51d2ccc1a9b7cb3da721115af0b03075680c30e580127ab9fbf
motiondir	adv	r2a_motiondir_201006	201006	N	E	10fa11f2fe1cf0943cc9c53647915d6b4bdafa0bafa832cb9011c5b109c2c459
motiondir	adv	r2a_motiondir_201008	201008	W	SE	e84786297a52a13d62a91433ae6a417abddc0780092b06c854b5e1b7c258fd22
motiondir	adv	r2a_motiondir_201009	201009	E	N	20435cef782b1d67298644b1415e539cd6a0c07d886b3b1511362e589eb605b2
motiondir	adv	r2a_motiondir_201011	201011	W	E	0818e3a65aa2fd4bb5661b9b20f4258e50840b49be586f4f47006f9460ee8c44
motiondir	adv	r2a_motiondir_201014	201014	SW	NE	143e8aee15e2c019c5a95b81baccfbc36697c71fecf7014974d47074b50f3fc7
motiondir	adv	r2a_motiondir_201017	201017	S	N	b91fd2361778e6bdb37d98e048b4d6fc57b8b8edf2ee44451670b6164e016ec0
motiondir	adv	r2a_motiondir_201018	201018	N	NW	abb08624500c77c52d2a08bcca7a3dab087eb52f7702c9caaac290fa1995ff05
motiondir	adv	r2a_motiondir_201020	201020	SE	NW	3827189c25857f64b9db56d49b1a283ae19b5ff5fb7955cd75f4332c18a89b22
motiondir	adv	r2a_motiondir_201023	201023	N	S	6d7977bf6279c7772e551e60bf3279f1e179d699e2bba87178884828966cbb43
motiondir	adv	r2a_motiondir_201024	201024	NW	NE	56b144b8560f23d1f9bf5145bfba523e5417e2472def98ffeaea025771bb4285
motiondir	adv	r2a_motiondir_201025	201025	NE	N	2aed89a8a03c4d03f793fe81bb8cd65b22dd1f866d9e0cb307e947dc2ad73995
motiondir	adv	r2a_motiondir_201026	201026	NE	SW	a45159816747742b38e9f73a32d24102c6e296ee8a66c2dfb881cd3e481a03d1
motiondir	adv	r2a_motiondir_201029	201029	SE	NW	ae02a3bb781cf5949774da39140a25e9d9b141f9cb3edd67c874685564698dfb
motiondir	adv	r2a_motiondir_201032	201032	NE	SW	ae4a9bfe5c714fcb761603cf1959391d4532fd8dd6ddb5fbe2c9263a170b9609
motiondir	adv	r2a_motiondir_201033	201033	SW	NE	57d68e48f25d0adc3cf0b16ed0866a5f676a6b7138e16c10ab2d965c9bccf4b0
motiondir	adv	r2a_motiondir_201035	201035	NE	SW	c757f06eb6c3b948dd3b935e1248bc351177b7b427783a5bb922a0e18116680d
motiondir	adv	r2a_motiondir_201038	201038	N	S	a17560792752da27d38cb3a448d8b474c7151e0725afce69a0aaade4e38885e6
motiondir	adv	r2a_motiondir_201041	201041	NE	SW	54615e7c0be9e264f9cda3154b8dee46bd9a7f1d995bb4f56743688369171bb7
motiondir	adv	r2a_motiondir_201044	201044	E	W	0965ec7520c382245afe45c1cc117a97279b329b1f9947d3e4160d21f26a5799
motiondir	adv	r2a_motiondir_201045	201045	W	SW	1e465dec8994a46b02c3989c84875d852ae2a86eb48b75573e91787f302f8e71
motiondir	adv	r2a_motiondir_201047	201047	E	W	df9942bfe208f091ce8e026519fe92c87d4b4c56fdabfca381678809c25a9fce
motiondir	adv	r2a_motiondir_201050	201050	N	S	08546799fa3daa27c932ceea22f7c5844d67398a3416b2869928e75f5a8a86f8
motiondir	adv	r2a_motiondir_201053	201053	N	S	3297eb95b95cf17155de3b5b2b23701dd210544312a45755384e5d0daf9f9cb8
motiondir	adv	r2a_motiondir_201056	201056	N	S	dae86cb80ab62f274acbedf7a492421c85c83c33b554d2fd0be389bea5cdb3ae
motiondir	adv	r2a_motiondir_201057	201057	SW	E	66b052f8bdb96efa8bfbaaf56aa3d81d3adc752d840fbe36df94d1e165decbf5
motiondir	adv	r2a_motiondir_201059	201059	N	S	8470f2b82aafef458cd200e92ab38e1654d8260369ac15d751bf1f54dedfcbbb
motiondir	adv	r2a_motiondir_201061	201061	SE	NE	d96cf7df46c64fbc68c72748793319fb74650f86e4c7b934d53e4ca22e38e68b
motiondir	adv	r2a_motiondir_201062	201062	E	W	e7940fe93c75dfe4d1627c8595a8a75c0c341ed55b6ea16654ef6935b201e171
motiondir	adv	r2a_motiondir_201063	201063	SE	W	f661c0a45172b9f5ba7e18a1325cb09217775a25a34ce1c5ed2286c5a4ba0e09
motiondir	adv	r2a_motiondir_201065	201065	E	W	939fa233452ec774c63fcb7bbaf5d4d7592b639fc34e72471ef03d2db9df4211
motiondir	adv	r2a_motiondir_201066	201066	NE	S	7d85ff4cf199934a5f4d7dbc0ea9464887cb1bfa06cbed38779de15b8433170e
motiondir	adv	r2a_motiondir_201068	201068	N	S	9518c9d6f4cd0c14d294aff403c57fbdf6bc4bfa697db98612c0c5813e527a61
motiondir	adv	r2a_motiondir_201071	201071	NE	SW	eba7b5ffb48e4e8295486a4aa4b7cd75b132ccb58129c7cf0f37b88cfadc36b4
motiondir	adv	r2a_motiondir_201074	201074	NW	SE	3d8d1aae2fa7a02b0b5d70707ee8b53944016991171e991bed22d25a98f8aabf
motiondir	adv	r2a_motiondir_201075	201075	S	NW	909200086295f95972227a7744077819963b7d88b30b9361d62321cf76a66d90
motiondir	adv	r2a_motiondir_201077	201077	NW	SE	b787c124421f1986559fc8df694c612ec28079eadded815dba9ffe2f2de9356d
motiondir	adv	r2a_motiondir_201078	201078	SE	E	6459b991ddbaab6159045bf6a7b70b2c7356bc635f85cc14ec546a34c410ecbf
motiondir	adv	r2a_motiondir_201080	201080	W	E	d743966cc20dc8a05c8cd2bdcd2c483e4b199e8296a0da6dc0e5f20adab8b67b
motiondir	adv	r2a_motiondir_201081	201081	E	W	cae0b43e16a9a38684940b9454e9f9ec2e2997d6c845959fb08c0a17a5586f02
motiondir	adv	r2a_motiondir_201083	201083	SE	NW	e8752179e42736b4387cc1fbf3771b8a84bd5680df281b095479bbb6deb25790
motiondir	adv	r2a_motiondir_201086	201086	W	E	f88b24f6bd39fd3d847b06b26efeae8d6e3839f09d074fbf07cd7585657f5bea
