src	case	mech	rep	verdict
beyond	F_H_WIRE	g6	2	V|g6|INSTALL|NONE|4|4
beyond	F_H_WIRE	g7	1	V|g7|INSTALL|NONE|4|4
beyond	F_H_WIRE	g7	2	V|g7|INSTALL|NONE|4|4
beyond	F_H_WIRE	g9	1	V|g9|WITHHOLD|K5|4|4
beyond	F_H_WIRE	g9	2	V|g9|WITHHOLD|K5|4|4
beyond	F_H_WIRE	w11	1	V|w11|INSTALL|NONE|4|4
beyond	F_H_WIRE	w11	2	V|w11|INSTALL|NONE|4|4
beyond	F_H_WIRE	w12	1	V|w12|INSTALL|NONE|4|4
beyond	F_H_WIRE	w12	2	V|w12|INSTALL|NONE|4|4
beyond	F_H_WIRE	w3	1	V|w3|INSTALL|NONE|4|4
beyond	F_H_WIRE	w3	2	V|w3|INSTALL|NONE|4|4
beyond	F_H_WIRE	w6	1	V|w6|INSTALL|NONE|4|4
beyond	F_H_WIRE	w6	2	V|w6|INSTALL|NONE|4|4
beyond	F_M3_HARDENED	base	1	V|base|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	base	2	V|base|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	ch1	1	V|ch1|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	ch1	2	V|ch1|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	ch2	1	V|ch2|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	ch2	2	V|ch2|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	ch2b	1	V|ch2b|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	ch2b	2	V|ch2b|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	ch3	1	V|ch3|WITHHOLD|NONINFORMATIVE|3|3
beyond	F_M3_HARDENED	ch3	2	V|ch3|WITHHOLD|NONINFORMATIVE|3|3
beyond	F_M3_HARDENED	ch4	1	V|ch4|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	ch4	2	V|ch4|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g1	1	V|g1|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g1	2	V|g1|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g4	1	V|g4|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g4	2	V|g4|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g6	1	V|g6|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g6	2	V|g6|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g7	1	V|g7|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g7	2	V|g7|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g9	1	V|g9|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	g9	2	V|g9|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	w11	1	V|w11|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	w11	2	V|w11|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	w12	1	V|w12|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	w12	2	V|w12|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	w3	1	V|w3|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	w3	2	V|w3|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	w6	1	V|w6|INSTALL|NONE|3|3
beyond	F_M3_HARDENED	w6	2	V|w6|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	base	1	V|base|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	base	2	V|base|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	ch1	1	V|ch1|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	ch1	2	V|ch1|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	ch2	1	V|ch2|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	ch2	2	V|ch2|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	ch2b	1	V|ch2b|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	ch2b	2	V|ch2b|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	ch3	1	V|ch3|WITHHOLD|NONINFORMATIVE|3|3
beyond	F_M3_NAIVE	ch3	2	V|ch3|WITHHOLD|NONINFORMATIVE|3|3
beyond	F_M3_NAIVE	ch4	1	V|ch4|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	ch4	2	V|ch4|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g1	1	V|g1|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g1	2	V|g1|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g4	1	V|g4|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g4	2	V|g4|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g6	1	V|g6|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g6	2	V|g6|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g7	1	V|g7|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g7	2	V|g7|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g9	1	V|g9|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	g9	2	V|g9|INSTALL|NONE|3|3
beyond	F_M3_NAIVE	w11	1	V|w11|WITHHOLD|OPCOIN|3|3
beyond	F_M3_NAIVE	w11	2	V|w11|WITHHOLD|OPCOIN|3|3
beyond	F_M3_NAIVE	w12	1	V|w12|WITHHOLD|CMSCOIN|3|3
beyond	F_M3_NAIVE	w12	2	V|w12|WITHHOLD|CMSCOIN|3|3
beyond	F_M3_NAIVE	w3	1	V|w3|WITHHOLD|OPCOIN2|3|3
beyond	F_M3_NAIVE	w3	2	V|w3|WITHHOLD|OPCOIN2|3|3
beyond	F_M3_NAIVE	w6	1	V|w6|WITHHOLD|AGEBLOCK|3|3
beyond	F_M3_NAIVE	w6	2	V|w6|WITHHOLD|AGEBLOCK|3|3
beyond	T4_supersede	base	1	V|base|INSTALL|NONE|3|3
beyond	T4_supersede	base	2	V|base|INSTALL|NONE|3|3
beyond	T4_supersede	ch1	1	V|ch1|INSTALL|NONE|3|3
beyond	T4_supersede	ch1	2	V|ch1|INSTALL|NONE|3|3
beyond	T4_supersede	ch2	1	V|ch2|INSTALL|NONE|3|3
beyond	T4_supersede	ch2	2	V|ch2|INSTALL|NONE|3|3
beyond	T4_supersede	ch2b	1	V|ch2b|INSTALL|NONE|3|3
beyond	T4_supersede	ch2b	2	V|ch2b|INSTALL|NONE|3|3
beyond	T4_supersede	ch3	1	V|ch3|INSTALL|NONE|3|3
beyond	T4_supersede	ch3	2	V|ch3|INSTALL|NONE|3|3
beyond	T4_supersede	ch4	1	V|ch4|INSTALL|NONE|3|3
beyond	T4_supersede	ch4	2	V|ch4|INSTALL|NONE|3|3
beyond	T4_supersede	g1	1	V|g1|INSTALL|NONE|3|3
beyond	T4_supersede	g1	2	V|g1|INSTALL|NONE|3|3
beyond	T4_supersede	g4	1	V|g4|INSTALL|NONE|3|3
beyond	T4_supersede	g4	2	V|g4|INSTALL|NONE|3|3
beyond	T4_supersede	g6	1	V|g6|INSTALL|NONE|3|3
beyond	T4_supersede	g6	2	V|g6|INSTALL|NONE|3|3
beyond	T4_supersede	g7	1	V|g7|INSTALL|NONE|3|3
beyond	T4_supersede	g7	2	V|g7|INSTALL|NONE|3|3
beyond	T4_supersede	g9	1	V|g9|WITHHOLD|K5|3|3
beyond	T4_supersede	g9	2	V|g9|WITHHOLD|K5|3|3
beyond	T4_supersede	w11	1	V|w11|INSTALL|NONE|3|3
beyond	T4_supersede	w11	2	V|w11|INSTALL|NONE|3|3
beyond	T4_supersede	w12	1	V|w12|INSTALL|NONE|3|3
beyond	T4_supersede	w12	2	V|w12|INSTALL|NONE|3|3
beyond	T4_supersede	w3	1	V|w3|INSTALL|NONE|3|3
beyond	T4_supersede	w3	2	V|w3|INSTALL|NONE|3|3
beyond	T4_supersede	w6	1	V|w6|INSTALL|NONE|3|3
beyond	T4_supersede	w6	2	V|w6|INSTALL|NONE|3|3
beyond	T5_longwire	base	1	V|base|INSTALL|NONE|3|3
beyond	T5_longwire	base	2	V|base|INSTALL|NONE|3|3
beyond	T5_longwire	ch1	1	V|ch1|INSTALL|NONE|3|3
beyond	T5_longwire	ch1	2	V|ch1|INSTALL|NONE|3|3
beyond	T5_longwire	ch2	1	V|ch2|INSTALL|NONE|3|3
beyond	T5_longwire	ch2	2	V|ch2|INSTALL|NONE|3|3
beyond	T5_longwire	ch2b	1	V|ch2b|INSTALL|NONE|3|3
beyond	T5_longwire	ch2b	2	V|ch2b|INSTALL|NONE|3|3
beyond	T5_longwire	ch3	1	V|ch3|INSTALL|NONE|3|3
beyond	T5_longwire	ch3	2	V|ch3|INSTALL|NONE|3|3
beyond	T5_longwire	ch4	1	V|ch4|INSTALL|NONE|3|3
beyond	T5_longwire	ch4	2	V|ch4|INSTALL|NONE|3|3
beyond	T5_longwire	g1	1	V|g1|INSTALL|NONE|3|3
beyond	T5_longwire	g1	2	V|g1|INSTALL|NONE|3|3
beyond	T5_longwire	g4	1	V|g4|INSTALL|NONE|3|3
beyond	T5_longwire	g4	2	V|g4|INSTALL|NONE|3|3
beyond	T5_longwire	g6	1	V|g6|INSTALL|NONE|3|3
beyond	T5_longwire	g6	2	V|g6|INSTALL|NONE|3|3
beyond	T5_longwire	g7	1	V|g7|INSTALL|NONE|3|3
beyond	T5_longwire	g7	2	V|g7|INSTALL|NONE|3|3
beyond	T5_longwire	g9	1	V|g9|INSTALL|NONE|3|3
beyond	T5_longwire	g9	2	V|g9|INSTALL|NONE|3|3
beyond	T5_longwire	w11	1	V|w11|INSTALL|NONE|3|3
beyond	T5_longwire	w11	2	V|w11|INSTALL|NONE|3|3
beyond	T5_longwire	w12	1	V|w12|INSTALL|NONE|3|3
beyond	T5_longwire	w12	2	V|w12|INSTALL|NONE|3|3
beyond	T5_longwire	w3	1	V|w3|INSTALL|NONE|3|3
beyond	T5_longwire	w3	2	V|w3|INSTALL|NONE|3|3
beyond	T5_longwire	w6	1	V|w6|INSTALL|NONE|3|3
beyond	T5_longwire	w6	2	V|w6|INSTALL|NONE|3|3
