R30_00: block=R level=0.3 twin=S1A stip_gold=Marco Venn rel_ind=0.3 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R95_17: block=R level=0.95 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.95 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R95_18: block=R level=0.95 twin=S1A stip_gold=Ines Kovac rel_ind=0.95 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R95_19: block=R level=0.95 twin=S1A stip_gold=Anya Petrova rel_ind=0.95 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R99_00: block=R level=0.99 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.99 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R99_01: block=R level=0.99 twin=S1A stip_gold=Ravi Chandran rel_ind=0.99 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R99_02: block=R level=0.99 twin=S1A stip_gold=Marco Venn rel_ind=0.99 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R99_03: block=R level=0.99 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.99 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R99_04: block=R level=0.99 twin=S1A stip_gold=Ines Kovac rel_ind=0.99 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R99_05: block=R level=0.99 twin=S1A stip_gold=Anya Petrova rel_ind=0.99 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R99_06: block=R level=0.99 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.99 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R99_07: block=R level=0.99 twin=S1A stip_gold=Ravi Chandran rel_ind=0.99 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R99_08: block=R level=0.99 twin=S1A stip_gold=Marco Venn rel_ind=0.99 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R99_09: block=R level=0.99 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.99 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R99_10: block=R level=0.99 twin=S1A stip_gold=Ines Kovac rel_ind=0.99 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R99_11: block=R level=0.99 twin=S1A stip_gold=Anya Petrova rel_ind=0.99 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R99_12: block=R level=0.99 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.99 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R99_13: block=R level=0.99 twin=S1A stip_gold=Ravi Chandran rel_ind=0.99 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R99_14: block=R level=0.99 twin=S1A stip_gold=Marco Venn rel_ind=0.99 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R99_15: block=R level=0.99 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.99 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R99_16: block=R level=0.99 twin=S1A stip_gold=Ines Kovac rel_ind=0.99 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R99_17: block=R level=0.99 twin=S1A stip_gold=Anya Petrova rel_ind=0.99 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R99_18: block=R level=0.99 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.99 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R99_19: block=R level=0.99 twin=S1A stip_gold=Ravi Chandran rel_ind=0.99 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
U30_00: block=U level=0.3 twin=S1A stip_gold=Marco Venn rel_ind=0.3 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U30_01: block=U level=0.3 twin=S1B stip_gold=Tomas Reyes rel_ind=0.3 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U30_02: block=U level=0.3 twin=S1B stip_gold=Kwame Diallo rel_ind=0.3 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U30_03: block=U level=0.3 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.3 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U30_04: block=U level=0.3 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.3 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U30_05: block=U level=0.3 twin=S1B stip_gold=Luis Okafor rel_ind=0.3 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U30_06: block=U level=0.3 twin=S1B stip_gold=Dario Mensah rel_ind=0.3 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U30_07: block=U level=0.3 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.3 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U30_08: block=U level=0.3 twin=S1B stip_gold=Kwame Diallo rel_ind=0.3 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U30_09: block=U level=0.3 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.3 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U30_10: block=U level=0.3 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.3 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U30_11: block=U level=0.3 twin=S1B stip_gold=Luis Okafor rel_ind=0.3 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U30_12: block=U level=0.3 twin=S1B stip_gold=Dario Mensah rel_ind=0.3 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U30_13: block=U level=0.3 twin=S1B stip_gold=Tomas Reyes rel_ind=0.3 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U30_14: block=U level=0.3 twin=S1A stip_gold=Ines Kovac rel_ind=0.3 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U30_15: block=U level=0.3 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.3 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U30_16: block=U level=0.3 twin=S1B stip_gold=Elena Vasquez rel_ind=0.3 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U30_17: block=U level=0.3 twin=S1A stip_gold=Ravi Chandran rel_ind=0.3 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U30_18: block=U level=0.3 twin=S1B stip_gold=Dario Mensah rel_ind=0.3 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U30_19: block=U level=0.3 twin=S1B stip_gold=Tomas Reyes rel_ind=0.3 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U40_00: block=U level=0.4 twin=S1A stip_gold=Ines Kovac rel_ind=0.4 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U40_01: block=U level=0.4 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.4 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U40_02: block=U level=0.4 twin=S1B stip_gold=Elena Vasquez rel_ind=0.4 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U40_03: block=U level=0.4 twin=S1A stip_gold=Ravi Chandran rel_ind=0.4 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U40_04: block=U level=0.4 twin=S1B stip_gold=Dario Mensah rel_ind=0.4 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U40_05: block=U level=0.4 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.4 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U40_06: block=U level=0.4 twin=S1B stip_gold=Kwame Diallo rel_ind=0.4 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U40_07: block=U level=0.4 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.4 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U40_08: block=U level=0.4 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.4 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U40_09: block=U level=0.4 twin=S1B stip_gold=Luis Okafor rel_ind=0.4 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U40_10: block=U level=0.4 twin=S1A stip_gold=Marco Venn rel_ind=0.4 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U40_11: block=U level=0.4 twin=S1B stip_gold=Tomas Reyes rel_ind=0.4 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U40_12: block=U level=0.4 twin=S1B stip_gold=Kwame Diallo rel_ind=0.4 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U40_13: block=U level=0.4 twin=S1A stip_gold=Anya Petrova rel_ind=0.4 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U40_14: block=U level=0.4 twin=S1B stip_gold=Elena Vasquez rel_ind=0.4 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U40_15: block=U level=0.4 twin=S1A stip_gold=Ravi Chandran rel_ind=0.4 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U40_16: block=U level=0.4 twin=S1B stip_gold=Dario Mensah rel_ind=0.4 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U40_17: block=U level=0.4 twin=S1B stip_gold=Tomas Reyes rel_ind=0.4 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U40_18: block=U level=0.4 twin=S1A stip_gold=Ines Kovac rel_ind=0.4 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U40_19: block=U level=0.4 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.4 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U50_00: block=U level=0.5 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.5 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U50_01: block=U level=0.5 twin=S1B stip_gold=Luis Okafor rel_ind=0.5 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U50_02: block=U level=0.5 twin=S1A stip_gold=Marco Venn rel_ind=0.5 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U50_03: block=U level=0.5 twin=S1B stip_gold=Tomas Reyes rel_ind=0.5 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U50_04: block=U level=0.5 twin=S1A stip_gold=Ines Kovac rel_ind=0.5 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U50_05: block=U level=0.5 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.5 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U50_06: block=U level=0.5 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.5 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U50_07: block=U level=0.5 twin=S1B stip_gold=Luis Okafor rel_ind=0.5 latent=None exp=CONVERGE/Ravi Chandran/PRIMARY_L rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U50_08: block=U level=0.5 twin=S1A stip_gold=Marco Venn rel_ind=0.5 latent=None exp=CONVERGE/Marco Venn/PRIMARY_L rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U50_09: block=U level=0.5 twin=S1B stip_gold=Tomas Reyes rel_ind=0.5 latent=None exp=CONVERGE/Petra Halvorsen/PRIMARY_L rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U50_10: block=U level=0.5 twin=S1A stip_gold=Ines Kovac rel_ind=0.5 latent=None exp=CONVERGE/Ines Kovac/PRIMARY_L rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U50_11: block=U level=0.5 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.5 latent=None exp=CONVERGE/Anya Petrova/PRIMARY_L rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U50_12: block=U level=0.5 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.5 latent=None exp=CONVERGE/Sofia Marchetti/PRIMARY_L rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
