id	depth	f1	f4	M1	M4a	f1p	f4p
TRAP-A2-007	1	100	0	100	0	1000	0
TRAP-A2-007	2	200	100	200	100	1000	1000
TRAP-A2-007	4	1000	200	200	100	1000	1000
TRAP-A2-007	8	1000	500	200	100	1000	1000
TRAP-A2-007	16	1000	500	200	100	1000	1000
TRAP-A2-008	1	100	0	100	0	1000	0
TRAP-A2-008	2	200	100	200	100	1000	1000
TRAP-A2-008	4	1000	200	200	100	1000	1000
TRAP-A2-008	8	1000	500	200	100	1000	1000
TRAP-A2-008	16	1000	500	200	100	1000	1000
TRAP-A3-001	1	100	0	100	0	1000	0
TRAP-A3-001	2	500	400	100	0	1000	1000
TRAP-A3-001	4	500	400	100	0	1000	1000
TRAP-A3-001	8	500	400	100	0	1000	1000
TRAP-A3-001	16	500	400	100	0	1000	1000
TRAP-A3-002	1	100	0	100	0	1000	0
TRAP-A3-002	2	500	400	100	0	1000	1000
TRAP-A3-002	4	500	400	100	0	1000	1000
TRAP-A3-002	8	500	400	100	0	1000	1000
TRAP-A3-002	16	500	400	100	0	1000	1000
TRAP-A3-003	1	100	0	100	0	1000	0
TRAP-A3-003	2	500	400	100	0	1000	1000
TRAP-A3-003	4	500	400	100	0	1000	1000
TRAP-A3-003	8	500	400	100	0	1000	1000
TRAP-A3-003	16	500	400	100	0	1000	1000
TRAP-A3-004	1	100	0	100	0	1000	0
TRAP-A3-004	2	500	400	100	0	1000	1000
TRAP-A3-004	4	500	400	100	0	1000	1000
TRAP-A3-004	8	500	400	100	0	1000	1000
TRAP-A3-004	16	500	400	100	0	1000	1000
TRAP-A3-005	1	100	0	100	0	1000	0
TRAP-A3-005	2	500	400	100	0	1000	1000
TRAP-A3-005	4	500	400	100	0	1000	1000
TRAP-A3-005	8	500	400	100	0	1000	1000
TRAP-A3-005	16	500	400	100	0	1000	1000
TRAP-A3-006	1	100	0	100	0	1000	0
TRAP-A3-006	2	500	400	100	0	1000	1000
TRAP-A3-006	4	500	400	100	0	1000	1000
TRAP-A3-006	8	500	400	100	0	1000	1000
TRAP-A3-006	16	500	400	100	0	1000	1000
TRAP-A4-001	1	100	0	100	0	1000	0
TRAP-A4-001	2	200	100	200	100	1000	1000
TRAP-A4-001	4	1000	200	200	100	1000	1000
TRAP-A4-001	8	1000	200	200	100	1000	1000
TRAP-A4-001	16	1000	200	200	100	1000	1000
TRAP-A4-002	1	100	0	100	0	1000	0
TRAP-A4-002	2	200	100	200	100	1000	1000
TRAP-A4-002	4	1000	200	200	100	1000	1000
TRAP-A4-002	8	1000	200	200	100	1000	1000
TRAP-A4-002	16	1000	200	200	100	1000	1000
TRAP-A4-003	1	100	0	100	0	1000	0
TRAP-A4-003	2	200	100	200	100	1000	1000
TRAP-A4-003	4	1000	200	200	100	1000	1000
TRAP-A4-003	8	1000	200	200	100	1000	1000
TRAP-A4-003	16	1000	200	200	100	1000	1000
TRAP-A4-004	1	100	0	100	0	1000	0
TRAP-A4-004	2	200	100	200	100	1000	1000
TRAP-A4-004	4	1000	200	200	100	1000	1000
TRAP-A4-004	8	1000	200	200	100	1000	1000
TRAP-A4-004	16	1000	200	200	100	1000	1000
TRAP-A4-005	1	100	0	100	0	1000	0
TRAP-A4-005	2	200	100	200	100	1000	1000
TRAP-A4-005	4	1000	200	200	100	1000	1000
TRAP-A4-005	8	1000	200	200	100	1000	1000
TRAP-A4-005	16	1000	200	200	100	1000	1000
TRAP-A4-006	1	100	0	100	0	1000	0
TRAP-A4-006	2	200	100	200	100	1000	1000
TRAP-A4-006	4	1000	200	200	100	1000	1000
TRAP-A4-006	8	1000	200	200	100	1000	1000
TRAP-A4-006	16	1000	200	200	100	1000	1000
TRAP-A5-001	1	100	0	100	0	1000	0
TRAP-A5-001	2	200	100	200	100	1000	1000
TRAP-A5-001	4	1000	200	200	100	1000	1000
TRAP-A5-001	8	1000	200	200	100	1000	1000
TRAP-A5-001	16	1000	200	200	100	1000	1000
TRAP-A5-002	1	100	0	100	0	1000	0
TRAP-A5-002	2	200	100	200	100	1000	1000
TRAP-A5-002	4	1000	200	200	100	1000	1000
TRAP-A5-002	8	1000	200	200	100	1000	1000
TRAP-A5-002	16	1000	200	200	100	1000	1000
TRAP-A5-003	1	100	0	100	0	1000	0
TRAP-A5-003	2	200	100	200	100	1000	1000
TRAP-A5-003	4	1000	200	200	100	1000	1000
TRAP-A5-003	8	1000	200	200	100	1000	1000
TRAP-A5-003	16	1000	200	200	100	1000	1000
TRAP-A5-004	1	100	0	100	0	1000	0
TRAP-A5-004	2	200	100	200	100	1000	1000
TRAP-A5-004	4	1000	200	200	100	1000	1000
TRAP-A5-004	8	1000	200	200	100	1000	1000
TRAP-A5-004	16	1000	200	200	100	1000	1000
TRAP-A5-005	1	100	0	100	0	1000	0
TRAP-A5-005	2	200	100	200	100	1000	1000
TRAP-A5-005	4	1000	200	200	100	1000	1000
TRAP-A5-005	8	1000	200	200	100	1000	1000
TRAP-A5-005	16	1000	200	200	100	1000	1000
TRAP-A5-006	1	100	0	100	0	1000	0
TRAP-A5-006	2	200	100	200	100	1000	1000
TRAP-A5-006	4	1000	200	200	100	1000	1000
TRAP-A5-006	8	1000	200	200	100	1000	1000
TRAP-A5-006	16	1000	200	200	100	1000	1000
TRAP-A6-001	1	100	0	100	0	1000	0
TRAP-A6-001	2	500	400	100	0	1000	1000
TRAP-A6-001	4	1000	500	100	0	1000	1000
TRAP-A6-001	8	1000	500	100	0	1000	1000
TRAP-A6-001	16	1000	500	100	0	1000	1000
TRAP-A6-002	1	100	0	100	0	1000	0
TRAP-A6-002	2	500	400	100	0	1000	1000
TRAP-A6-002	4	1000	500	100	0	1000	1000
TRAP-A6-002	8	1000	500	100	0	1000	1000
TRAP-A6-002	16	1000	500	100	0	1000	1000
TRAP-A6-003	1	100	0	100	0	1000	0
TRAP-A6-003	2	500	400	100	0	1000	1000
TRAP-A6-003	4	1000	500	100	0	1000	1000
TRAP-A6-003	8	1000	500	100	0	1000	1000
TRAP-A6-003	16	1000	500	100	0	1000	1000
TRAP-A6-004	1	100	0	100	0	1000	0
TRAP-A6-004	2	500	400	100	0	1000	1000
TRAP-A6-004	4	1000	500	100	0	1000	1000
TRAP-A6-004	8	1000	500	100	0	1000	1000
TRAP-A6-004	16	1000	500	100	0	1000	1000
TRAP-A6-005	1	100	0	100	0	1000	0
TRAP-A6-005	2	500	400	100	0	1000	1000
TRAP-A6-005	4	1000	500	100	0	1000	1000
TRAP-A6-005	8	1000	500	100	0	1000	1000
TRAP-A6-005	16	1000	500	100	0	1000	1000
TRAP-A6-006	1	100	0	100	0	1000	0
TRAP-A6-006	2	500	400	100	0	1000	1000
TRAP-A6-006	4	1000	500	100	0	1000	1000
TRAP-A6-006	8	1000	500	100	0	1000	1000
TRAP-A6-006	16	1000	500	100	0	1000	1000
TRAP-B1-001	1	100	0	100	0	1000	0
TRAP-B1-001	2	200	100	200	100	1000	1000
TRAP-B1-001	4	1000	200	200	100	1000	1000
TRAP-B1-001	8	1000	200	200	100	1000	1000
TRAP-B1-001	16	1000	200	200	100	1000	1000
TRAP-B1-002	1	100	0	100	0	1000	0
TRAP-B1-002	2	200	100	200	100	1000	1000
TRAP-B1-002	4	1000	200	200	100	1000	1000
TRAP-B1-002	8	1000	200	200	100	1000	1000
TRAP-B1-002	16	1000	200	200	100	1000	1000
TRAP-B1-003	1	100	0	100	0	1000	0
TRAP-B1-003	2	200	100	200	100	1000	1000
TRAP-B1-003	4	1000	200	200	100	1000	1000
TRAP-B1-003	8	1000	200	200	100	1000	1000
TRAP-B1-003	16	1000	200	200	100	1000	1000
TRAP-B1-004	1	100	0	100	0	1000	0
TRAP-B1-004	2	200	100	200	100	1000	1000
TRAP-B1-004	4	1000	200	200	100	1000	1000
TRAP-B1-004	8	1000	200	200	100	1000	1000
TRAP-B1-004	16	1000	200	200	100	1000	1000
TRAP-B1-005	1	100	0	100	0	1000	0
TRAP-B1-005	2	200	100	200	100	1000	1000
TRAP-B1-005	4	1000	200	200	100	1000	1000
TRAP-B1-005	8	1000	200	200	100	1000	1000
TRAP-B1-005	16	1000	200	200	100	1000	1000
TRAP-B1-006	1	100	0	100	0	1000	0
TRAP-B1-006	2	200	100	200	100	1000	1000
TRAP-B1-006	4	1000	200	200	100	1000	1000
TRAP-B1-006	8	1000	200	200	100	1000	1000
TRAP-B1-006	16	1000	200	200	100	1000	1000
TRAP-B1-007	1	100	0	100	0	1000	0
TRAP-B1-007	2	200	100	200	100	1000	1000
TRAP-B1-007	4	1000	200	200	100	1000	1000
TRAP-B1-007	8	1000	200	200	100	1000	1000
TRAP-B1-007	16	1000	200	200	100	1000	1000
TRAP-B1-008	1	100	0	100	0	1000	0
TRAP-B1-008	2	200	100	200	100	1000	1000
TRAP-B1-008	4	1000	200	200	100	1000	1000
TRAP-B1-008	8	1000	200	200	100	1000	1000
TRAP-B1-008	16	1000	200	200	100	1000	1000
TRAP-B2-001	1	100	0	100	0	1000	0
TRAP-B2-001	2	200	100	200	100	1000	1000
TRAP-B2-001	4	1000	200	200	100	1000	1000
TRAP-B2-001	8	1000	200	200	100	1000	1000
TRAP-B2-001	16	1000	200	200	100	1000	1000
TRAP-B2-002	1	100	0	100	0	1000	0
TRAP-B2-002	2	200	100	200	100	1000	1000
TRAP-B2-002	4	1000	200	200	100	1000	1000
TRAP-B2-002	8	1000	200	200	100	1000	1000
TRAP-B2-002	16	1000	200	200	100	1000	1000
TRAP-B2-003	1	100	0	100	0	1000	0
TRAP-B2-003	2	200	100	200	100	1000	1000
TRAP-B2-003	4	1000	200	200	100	1000	1000
TRAP-B2-003	8	1000	200	200	100	1000	1000
TRAP-B2-003	16	1000	200	200	100	1000	1000
TRAP-B2-004	1	100	0	100	0	1000	0
TRAP-B2-004	2	200	100	200	100	1000	1000
TRAP-B2-004	4	1000	200	200	100	1000	1000
TRAP-B2-004	8	1000	200	200	100	1000	1000
TRAP-B2-004	16	1000	200	200	100	1000	1000
TRAP-B2-005	1	100	0	100	0	1000	0
TRAP-B2-005	2	200	100	200	100	1000	1000
TRAP-B2-005	4	1000	200	200	100	1000	1000
TRAP-B2-005	8	1000	200	200	100	1000	1000
TRAP-B2-005	16	1000	200	200	100	1000	1000
TRAP-B2-006	1	100	0	100	0	1000	0
TRAP-B2-006	2	200	100	200	100	1000	1000
TRAP-B2-006	4	1000	200	200	100	1000	1000
TRAP-B2-006	8	1000	200	200	100	1000	1000
TRAP-B2-006	16	1000	200	200	100	1000	1000
TRAP-B2-007	1	100	0	100	0	1000	0
TRAP-B2-007	2	200	100	200	100	1000	1000
TRAP-B2-007	4	1000	200	200	100	1000	1000
TRAP-B2-007	8	1000	200	200	100	1000	1000
TRAP-B2-007	16	1000	200	200	100	1000	1000
TRAP-B2-008	1	100	0	100	0	1000	0
TRAP-B2-008	2	200	100	200	100	1000	1000
TRAP-B2-008	4	1000	200	200	100	1000	1000
TRAP-B2-008	8	1000	200	200	100	1000	1000
TRAP-B2-008	16	1000	200	200	100	1000	1000
TRAP-B3-001	1	100	0	100	0	1000	0
TRAP-B3-001	2	200	100	200	100	1000	1000
TRAP-B3-001	4	800	0	200	100	1000	0
TRAP-B3-001	8	800	0	200	100	1000	0
TRAP-B3-001	16	800	0	200	100	1000	0
TRAP-B3-002	1	100	0	100	0	1000	0
TRAP-B3-002	2	200	100	200	100	1000	1000
TRAP-B3-002	4	800	0	200	100	1000	0
TRAP-B3-002	8	800	0	200	100	1000	0
TRAP-B3-002	16	800	0	200	100	1000	0
TRAP-B3-003	1	100	0	100	0	1000	0
TRAP-B3-003	2	200	100	200	100	1000	1000
TRAP-B3-003	4	800	0	200	100	1000	0
TRAP-B3-003	8	800	0	200	100	1000	0
TRAP-B3-003	16	800	0	200	100	1000	0
TRAP-B3-004	1	100	0	100	0	1000	0
TRAP-B3-004	2	200	100	200	100	1000	1000
TRAP-B3-004	4	800	0	200	100	1000	0
TRAP-B3-004	8	800	0	200	100	1000	0
TRAP-B3-004	16	800	0	200	100	1000	0
TRAP-B3-005	1	100	0	100	0	1000	0
TRAP-B3-005	2	200	100	200	100	1000	1000
TRAP-B3-005	4	800	0	200	100	1000	0
TRAP-B3-005	8	800	0	200	100	1000	0
TRAP-B3-005	16	800	0	200	100	1000	0
TRAP-B3-006	1	100	0	100	0	1000	0
TRAP-B3-006	2	200	100	200	100	1000	1000
TRAP-B3-006	4	800	0	200	100	1000	0
TRAP-B3-006	8	800	0	200	100	1000	0
TRAP-B3-006	16	800	0	200	100	1000	0
TRAP-B4-001	1	100	0	100	0	1000	0
TRAP-B4-001	2	500	400	100	0	1000	1000
TRAP-B4-001	4	1000	500	100	0	1000	1000
TRAP-B4-001	8	1000	500	100	0	1000	1000
TRAP-B4-001	16	1000	500	100	0	1000	1000
TRAP-B4-002	1	100	0	100	0	1000	0
TRAP-B4-002	2	500	400	100	0	1000	1000
TRAP-B4-002	4	1000	500	100	0	1000	1000
TRAP-B4-002	8	1000	500	100	0	1000	1000
TRAP-B4-002	16	1000	500	100	0	1000	1000
TRAP-B4-003	1	100	0	100	0	1000	0
TRAP-B4-003	2	500	400	100	0	1000	1000
TRAP-B4-003	4	1000	500	100	0	1000	1000
TRAP-B4-003	8	1000	500	100	0	1000	1000
TRAP-B4-003	16	1000	500	100	0	1000	1000
TRAP-B4-004	1	100	0	100	0	1000	0
TRAP-B4-004	2	500	400	100	0	1000	1000
TRAP-B4-004	4	1000	500	100	0	1000	1000
TRAP-B4-004	8	1000	500	100	0	1000	1000
TRAP-B4-004	16	1000	500	100	0	1000	1000
TRAP-B4-005	1	100	0	100	0	1000	0
TRAP-B4-005	2	500	400	100	0	1000	1000
TRAP-B4-005	4	1000	500	100	0	1000	1000
TRAP-B4-005	8	1000	500	100	0	1000	1000
TRAP-B4-005	16	1000	500	100	0	1000	1000
TRAP-B4-006	1	100	0	100	0	1000	0
TRAP-B4-006	2	500	400	100	0	1000	1000
TRAP-B4-006	4	1000	500	100	0	1000	1000
TRAP-B4-006	8	1000	500	100	0	1000	1000
TRAP-B4-006	16	1000	500	100	0	1000	1000
TRAP-B5-001	1	100	0	100	0	1000	0
TRAP-B5-001	2	500	400	100	0	1000	1000
TRAP-B5-001	4	500	400	100	0	1000	1000
TRAP-B5-001	8	500	400	100	0	1000	1000
TRAP-B5-001	16	500	400	100	0	1000	1000
TRAP-B5-002	1	100	0	100	0	1000	0
TRAP-B5-002	2	500	400	100	0	1000	1000
TRAP-B5-002	4	500	400	100	0	1000	1000
TRAP-B5-002	8	500	400	100	0	1000	1000
TRAP-B5-002	16	500	400	100	0	1000	1000
TRAP-B5-003	1	100	0	100	0	1000	0
TRAP-B5-003	2	500	400	100	0	1000	1000
TRAP-B5-003	4	500	400	100	0	1000	1000
TRAP-B5-003	8	500	400	100	0	1000	1000
TRAP-B5-003	16	500	400	100	0	1000	1000
TRAP-B5-004	1	100	0	100	0	1000	0
TRAP-B5-004	2	500	400	100	0	1000	1000
TRAP-B5-004	4	500	400	100	0	1000	1000
TRAP-B5-004	8	500	400	100	0	1000	1000
TRAP-B5-004	16	500	400	100	0	1000	1000
TRAP-B5-005	1	100	0	100	0	1000	0
TRAP-B5-005	2	500	400	100	0	1000	1000
TRAP-B5-005	4	500	400	100	0	1000	1000
TRAP-B5-005	8	500	400	100	0	1000	1000
TRAP-B5-005	16	500	400	100	0	1000	1000
TRAP-B5-006	1	100	0	100	0	1000	0
TRAP-B5-006	2	500	400	100	0	1000	1000
TRAP-B5-006	4	500	400	100	0	1000	1000
TRAP-B5-006	8	500	400	100	0	1000	1000
TRAP-B5-006	16	500	400	100	0	1000	1000
TRAP-B6-001	1	100	0	100	0	1000	0
TRAP-B6-001	2	500	400	100	0	1000	1000
TRAP-B6-001	4	1000	500	100	0	1000	1000
TRAP-B6-001	8	1000	500	100	0	1000	1000
TRAP-B6-001	16	1000	500	100	0	1000	1000
TRAP-B6-002	1	100	0	100	0	1000	0
TRAP-B6-002	2	500	400	100	0	1000	1000
TRAP-B6-002	4	1000	500	100	0	1000	1000
TRAP-B6-002	8	1000	500	100	0	1000	1000
TRAP-B6-002	16	1000	500	100	0	1000	1000
TRAP-B6-003	1	100	0	100	0	1000	0
TRAP-B6-003	2	500	400	100	0	1000	1000
TRAP-B6-003	4	1000	500	100	0	1000	1000
TRAP-B6-003	8	1000	500	100	0	1000	1000
TRAP-B6-003	16	1000	500	100	0	1000	1000
TRAP-B6-004	1	100	0	100	0	1000	0
TRAP-B6-004	2	500	400	100	0	1000	1000
TRAP-B6-004	4	1000	500	100	0	1000	1000
TRAP-B6-004	8	1000	500	100	0	1000	1000
TRAP-B6-004	16	1000	500	100	0	1000	1000
TRAP-B6-005	1	100	0	100	0	1000	0
TRAP-B6-005	2	500	400	100	0	1000	1000
TRAP-B6-005	4	1000	500	100	0	1000	1000
TRAP-B6-005	8	1000	500	100	0	1000	1000
TRAP-B6-005	16	1000	500	100	0	1000	1000
TRAP-B6-006	1	100	0	100	0	1000	0
TRAP-B6-006	2	500	400	100	0	1000	1000
TRAP-B6-006	4	1000	500	100	0	1000	1000
TRAP-B6-006	8	1000	500	100	0	1000	1000
TRAP-B6-006	16	1000	500	100	0	1000	1000
TRAP-C1-001	1	100	0	100	0	1000	0
TRAP-C1-001	2	200	100	200	100	1000	1000
TRAP-C1-001	4	800	0	200	100	1000	0
TRAP-C1-001	8	800	0	200	100	1000	0
TRAP-C1-001	16	800	0	200	100	1000	0
TRAP-C1-002	1	100	0	100	0	1000	0
TRAP-C1-002	2	200	100	200	100	1000	1000
TRAP-C1-002	4	800	0	200	100	1000	0
TRAP-C1-002	8	800	0	200	100	1000	0
TRAP-C1-002	16	800	0	200	100	1000	0
TRAP-C1-003	1	100	0	100	0	1000	0
TRAP-C1-003	2	200	100	200	100	1000	1000
TRAP-C1-003	4	800	0	200	100	1000	0
TRAP-C1-003	8	800	0	200	100	1000	0
TRAP-C1-003	16	800	0	200	100	1000	0
TRAP-C1-004	1	100	0	100	0	1000	0
TRAP-C1-004	2	200	100	200	100	1000	1000
TRAP-C1-004	4	800	0	200	100	1000	0
TRAP-C1-004	8	800	0	200	100	1000	0
TRAP-C1-004	16	800	0	200	100	1000	0
TRAP-C1-005	1	100	0	100	0	1000	0
TRAP-C1-005	2	200	100	200	100	1000	1000
TRAP-C1-005	4	800	0	200	100	1000	0
TRAP-C1-005	8	800	0	200	100	1000	0
TRAP-C1-005	16	800	0	200	100	1000	0
TRAP-C1-006	1	100	0	100	0	1000	0
TRAP-C1-006	2	200	100	200	100	1000	1000
TRAP-C1-006	4	800	0	200	100	1000	0
TRAP-C1-006	8	800	0	200	100	1000	0
TRAP-C1-006	16	800	0	200	100	1000	0
TRAP-C2-001	1	100	0	100	0	1000	0
TRAP-C2-001	2	200	100	200	100	1000	1000
TRAP-C2-001	4	800	0	200	100	1000	0
TRAP-C2-001	8	800	0	200	100	1000	0
TRAP-C2-001	16	800	0	200	100	1000	0
TRAP-C2-002	1	100	0	100	0	1000	0
TRAP-C2-002	2	200	100	200	100	1000	1000
TRAP-C2-002	4	800	0	200	100	1000	0
TRAP-C2-002	8	800	0	200	100	1000	0
TRAP-C2-002	16	800	0	200	100	1000	0
TRAP-C2-003	1	100	0	100	0	1000	0
TRAP-C2-003	2	200	100	200	100	1000	1000
TRAP-C2-003	4	800	0	200	100	1000	0
TRAP-C2-003	8	800	0	200	100	1000	0
TRAP-C2-003	16	800	0	200	100	1000	0
TRAP-C2-004	1	100	0	100	0	1000	0
TRAP-C2-004	2	200	100	200	100	1000	1000
TRAP-C2-004	4	800	0	200	100	1000	0
TRAP-C2-004	8	800	0	200	100	1000	0
TRAP-C2-004	16	800	0	200	100	1000	0
TRAP-C2-005	1	100	0	100	0	1000	0
TRAP-C2-005	2	200	100	200	100	1000	1000
TRAP-C2-005	4	800	0	200	100	1000	0
TRAP-C2-005	8	800	0	200	100	1000	0
TRAP-C2-005	16	800	0	200	100	1000	0
TRAP-C2-006	1	100	0	100	0	1000	0
TRAP-C2-006	2	200	100	200	100	1000	1000
TRAP-C2-006	4	800	0	200	100	1000	0
TRAP-C2-006	8	800	0	200	100	1000	0
TRAP-C2-006	16	800	0	200	100	1000	0
TRAP-CV-001	1	100	0	100	0	1000	0
TRAP-CV-001	2	200	100	200	100	1000	1000
TRAP-CV-001	4	800	0	200	100	1000	0
TRAP-CV-001	8	800	0	200	100	1000	0
TRAP-CV-001	16	800	0	200	100	1000	0
TRAP-CV-002	1	100	0	100	0	1000	0
TRAP-CV-002	2	200	100	200	100	1000	1000
TRAP-CV-002	4	800	0	200	100	1000	0
TRAP-CV-002	8	800	0	200	100	1000	0
TRAP-CV-002	16	800	0	200	100	1000	0
TRAP-CV-003	1	100	0	100	0	1000	0
TRAP-CV-003	2	200	100	200	100	1000	1000
TRAP-CV-003	4	800	0	200	100	1000	0
TRAP-CV-003	8	800	0	200	100	1000	0
TRAP-CV-003	16	800	0	200	100	1000	0
TRAP-CV-004	1	100	0	100	0	1000	0
TRAP-CV-004	2	200	100	200	100	1000	1000
TRAP-CV-004	4	800	0	200	100	1000	0
TRAP-CV-004	8	800	0	200	100	1000	0
TRAP-CV-004	16	800	0	200	100	1000	0
TRAP-CH-001	1	100	0	100	0	1000	0
TRAP-CH-001	2	200	100	200	100	1000	1000
TRAP-CH-001	4	800	0	200	100	1000	0
TRAP-CH-001	8	800	0	200	100	1000	0
TRAP-CH-001	16	800	0	200	100	1000	0
TRAP-CH-002	1	100	0	100	0	1000	0
TRAP-CH-002	2	200	100	200	100	1000	1000
TRAP-CH-002	4	800	0	200	100	1000	0
TRAP-CH-002	8	800	0	200	100	1000	0
TRAP-CH-002	16	800	0	200	100	1000	0
TRAP-CH-003	1	100	0	100	0	1000	0
TRAP-CH-003	2	200	100	200	100	1000	1000
TRAP-CH-003	4	800	0	200	100	1000	0
TRAP-CH-003	8	800	0	200	100	1000	0
TRAP-CH-003	16	800	0	200	100	1000	0
TRAP-C7-001	1	100	0	100	0	1000	0
TRAP-C7-001	2	200	100	200	100	1000	1000
TRAP-C7-001	4	800	0	200	100	1000	0
TRAP-C7-001	8	800	0	200	100	1000	0
TRAP-C7-001	16	800	0	200	100	1000	0
TRAP-C7-002	1	100	0	100	0	1000	0
TRAP-C7-002	2	200	100	200	100	1000	1000
TRAP-C7-002	4	800	0	200	100	1000	0
TRAP-C7-002	8	800	0	200	100	1000	0
TRAP-C7-002	16	800	0	200	100	1000	0
TRAP-C7-003	1	100	0	100	0	1000	0
TRAP-C7-003	2	200	100	200	100	1000	1000
TRAP-C7-003	4	800	0	200	100	1000	0
TRAP-C7-003	8	800	0	200	100	1000	0
TRAP-C7-003	16	800	0	200	100	1000	0
TRAP-C7-004	1	100	0	100	0	1000	0
TRAP-C7-004	2	200	100	200	100	1000	1000
TRAP-C7-004	4	800	0	200	100	1000	0
TRAP-C7-004	8	800	0	200	100	1000	0
TRAP-C7-004	16	800	0	200	100	1000	0
TRAP-C7-005	1	100	0	100	0	1000	0
TRAP-C7-005	2	200	100	200	100	1000	1000
TRAP-C7-005	4	800	0	200	100	1000	0
TRAP-C7-005	8	800	0	200	100	1000	0
TRAP-C7-005	16	800	0	200	100	1000	0
TRAP-C5a	1	100	0	100	0	1000	0
TRAP-C5a	2	500	400	100	0	1000	1000
TRAP-C5a	4	500	400	100	0	1000	1000
TRAP-C5a	8	500	400	100	0	1000	1000
TRAP-C5a	16	500	400	100	0	1000	1000
TRAP-C5b	1	100	0	100	0	1000	0
TRAP-C5b	2	500	400	100	0	1000	1000
TRAP-C5b	4	500	400	100	0	1000	1000
TRAP-C5b	8	500	400	100	0	1000	1000
TRAP-C5b	16	500	400	100	0	1000	1000
TRAP-C5c	1	100	0	100	0	1000	0
TRAP-C5c	2	500	400	100	0	1000	1000
TRAP-C5c	4	500	400	100	0	1000	1000
TRAP-C5c	8	500	400	100	0	1000	1000
TRAP-C5c	16	500	400	100	0	1000	1000
TRAP-C5d	1	100	0	100	0	1000	0
TRAP-C5d	2	500	400	100	0	1000	1000
TRAP-C5d	4	500	400	100	0	1000	1000
TRAP-C5d	8	500	400	100	0	1000	1000
TRAP-C5d	16	500	400	100	0	1000	1000
TRAP-C5e	1	100	0	100	0	1000	0
TRAP-C5e	2	500	400	100	0	1000	1000
TRAP-C5e	4	500	400	100	0	1000	1000
TRAP-C5e	8	500	400	100	0	1000	1000
TRAP-C5e	16	500	400	100	0	1000	1000
TRAP-C5f	1	100	0	100	0	1000	0
TRAP-C5f	2	500	400	100	0	1000	1000
TRAP-C5f	4	500	400	100	0	1000	1000
TRAP-C5f	8	500	400	100	0	1000	1000
TRAP-C5f	16	500	400	100	0	1000	1000
TRAP-C3-001	1	100	0	100	0	1000	0
TRAP-C3-001	2	500	400	100	0	1000	1000
TRAP-C3-001	4	500	400	100	0	1000	1000
TRAP-C3-001	8	500	400	100	0	1000	1000
TRAP-C3-001	16	500	400	100	0	1000	1000
TRAP-C3-002	1	100	0	100	0	1000	0
TRAP-C3-002	2	500	400	100	0	1000	1000
TRAP-C3-002	4	500	400	100	0	1000	1000
TRAP-C3-002	8	500	400	100	0	1000	1000
TRAP-C3-002	16	500	400	100	0	1000	1000
TRAP-C3-003	1	100	0	100	0	1000	0
TRAP-C3-003	2	500	400	100	0	1000	1000
TRAP-C3-003	4	500	400	100	0	1000	1000
TRAP-C3-003	8	500	400	100	0	1000	1000
TRAP-C3-003	16	500	400	100	0	1000	1000
TRAP-C3-004	1	100	0	100	0	1000	0
TRAP-C3-004	2	500	400	100	0	1000	1000
TRAP-C3-004	4	500	400	100	0	1000	1000
TRAP-C3-004	8	500	400	100	0	1000	1000
TRAP-C3-004	16	500	400	100	0	1000	1000
TRAP-C3-005	1	100	0	100	0	1000	0
TRAP-C3-005	2	500	400	100	0	1000	1000
TRAP-C3-005	4	500	400	100	0	1000	1000
TRAP-C3-005	8	500	400	100	0	1000	1000
TRAP-C3-005	16	500	400	100	0	1000	1000
TRAP-C3-006	1	100	0	100	0	1000	0
TRAP-C3-006	2	500	400	100	0	1000	1000
TRAP-C3-006	4	500	400	100	0	1000	1000
TRAP-C3-006	8	500	400	100	0	1000	1000
TRAP-C3-006	16	500	400	100	0	1000	1000
TRAP-C4-001	1	100	0	100	0	1000	0
TRAP-C4-001	2	200	100	200	100	1000	1000
TRAP-C4-001	4	700	400	200	100	1000	1000
TRAP-C4-001	8	700	0	200	100	1000	0
TRAP-C4-001	16	700	0	200	100	1000	0
TRAP-C4-002	1	100	0	100	0	1000	0
TRAP-C4-002	2	200	100	200	100	1000	1000
TRAP-C4-002	4	700	400	200	100	1000	1000
TRAP-C4-002	8	700	0	200	100	1000	0
TRAP-C4-002	16	700	0	200	100	1000	0
TRAP-C4-003	1	100	0	100	0	1000	0
TRAP-C4-003	2	200	100	200	100	1000	1000
TRAP-C4-003	4	700	400	200	100	1000	1000
TRAP-C4-003	8	700	0	200	100	1000	0
TRAP-C4-003	16	700	0	200	100	1000	0
TRAP-C4-004	1	100	0	100	0	1000	0
TRAP-C4-004	2	200	100	200	100	1000	1000
TRAP-C4-004	4	700	400	200	100	1000	1000
TRAP-C4-004	8	700	0	200	100	1000	0
TRAP-C4-004	16	700	0	200	100	1000	0
TRAP-C4-005	1	100	0	100	0	1000	0
TRAP-C4-005	2	200	100	200	100	1000	1000
TRAP-C4-005	4	700	400	200	100	1000	1000
TRAP-C4-005	8	700	0	200	100	1000	0
TRAP-C4-005	16	700	0	200	100	1000	0
TRAP-C4-006	1	100	0	100	0	1000	0
TRAP-C4-006	2	200	100	200	100	1000	1000
TRAP-C4-006	4	700	400	200	100	1000	1000
TRAP-C4-006	8	700	0	200	100	1000	0
TRAP-C4-006	16	700	0	200	100	1000	0
TRAP-C6-001	1	100	0	100	0	1000	0
