# vid	b	t	win	coh_pm	g_pm	ebar	n_vote	e_total	agree	agree_dir	pair_wins	still_like
bwJ-TNu0hGM	3	2475	8	403	1857	2200	84	184813	6	8	7,8,8,8,8,8,8	False
kcfs1-ryKWE	4	330	7	331	1585	528	347	183528	6	7	6,7,7,7,7,7,7	False
kcfs1-ryKWE	3	15	5	301	1385	447	400	179089	6	5	5,5,5,5,5,5,7	False
kcfs1-ryKWE	2	1200	7	393	1243	452	382	172943	6	7	7,7,7,5,7,7,7	False
uKNQCPXDNdc	3	1005	3	477	1125	582	296	172451	6	3	3,3,4,3,3,3,3	False
bwJ-TNu0hGM	4	60	7	751	1830	2651	65	172372	6	7	7,7,7,7,7,8,7	False
kcfs1-ryKWE	3	1800	7	314	1447	575	295	169691	6	7	7,7,7,7,7,7,1	False
9AwUsf8HzVI	2	1275	7	499	1306	849	199	168955	6	7	3,7,7,7,7,7,7	False
kcfs1-ryKWE	2	300	7	277	1630	537	311	167128	6	7	7,7,7,7,7,6,7	False
kcfs1-ryKWE	2	135	5	320	1433	544	302	164547	6	5	5,6,5,5,5,5,5	False
kcfs1-ryKWE	2	1725	1	389	1420	560	288	161315	6	1	2,1,1,1,1,1,1	False
uKNQCPXDNdc	2	1365	3	515	1289	1057	152	160700	6	3	3,3,3,3,3,3,5	False
uKNQCPXDNdc	4	2205	7	439	1250	718	220	158072	6	7	7,7,7,7,7,7,4	False
kcfs1-ryKWE	3	330	7	343	1517	485	321	155761	6	7	7,2,7,7,7,7,7	False
uKNQCPXDNdc	3	2565	3	806	1309	1360	113	153751	6	3	3,3,3,3,3,3,5	False
kcfs1-ryKWE	4	270	7	326	1608	427	358	153191	6	7	7,7,7,7,7,7,3	False
uKNQCPXDNdc	2	945	7	711	1171	580	262	152073	6	7	5,7,7,7,7,7,7	False
OQSNhk5ICTI	3	4815	3	609	1804	387	374	145014	6	3	3,3,3,3,8,3,3	False
kcfs1-ryKWE	2	1815	7	260	1476	527	275	144999	6	7	7,7,7,7,1,7,7	False
bwJ-TNu0hGM	3	75	7	747	1461	2217	65	144136	6	7	7,7,7,7,8,7,7	False
uKNQCPXDNdc	4	1965	3	986	1006	912	157	143313	6	3	3,3,3,0,3,3,3	False
OQSNhk5ICTI	2	1770	7	770	1324	402	351	141450	6	7	7,7,8,7,7,7,7	False
OQSNhk5ICTI	3	4755	7	836	1465	373	376	140416	6	7	7,7,7,7,5,7,7	False
bwJ-TNu0hGM	4	3690	3	786	1684	2442	57	139203	6	3	3,3,3,3,4,3,3	False
kcfs1-ryKWE	2	285	7	293	1587	437	315	137773	6	7	7,7,7,7,7,7,6	False
kcfs1-ryKWE	3	1680	1	332	1484	462	295	136526	6	1	1,1,1,1,1,1,7	False
kcfs1-ryKWE	3	1980	1	529	1196	447	305	136365	6	1	1,1,1,1,1,1,7	False
OQSNhk5ICTI	4	4530	7	640	1468	355	382	135985	6	7	7,7,7,3,7,7,7	False
OQSNhk5ICTI	3	3450	3	639	1625	498	272	135473	6	3	3,3,3,7,3,3,3	False
kcfs1-ryKWE	3	180	7	381	1514	429	307	131772	6	7	7,4,7,7,7,7,7	False
kcfs1-ryKWE	3	1635	2	320	1384	413	317	131164	6	2	2,2,2,2,2,2,3	False
uKNQCPXDNdc	4	495	5	774	1033	716	180	128887	6	5	2,5,5,5,5,5,5	False
kcfs1-ryKWE	4	255	7	330	1634	379	339	128773	6	7	8,7,7,7,7,7,7	False
bwJ-TNu0hGM	3	3660	3	661	1202	1704	74	126141	6	3	3,3,3,3,3,3,4	False
bwJ-TNu0hGM	2	2070	7	727	1314	2288	54	123557	6	7	7,7,7,7,7,7,1	False
bwJ-TNu0hGM	4	105	7	730	1271	1512	81	122544	6	7	7,7,7,7,8,7,7	False
kcfs1-ryKWE	2	1800	7	348	1257	484	245	118608	6	7	8,7,7,7,7,7,7	False
bwJ-TNu0hGM	3	1485	7	790	1785	2784	42	116958	6	7	7,7,7,7,7,8,7	False
kcfs1-ryKWE	3	240	7	315	1547	361	314	113364	6	7	7,7,7,7,7,7,3	False
OQSNhk5ICTI	4	5130	7	646	1470	341	325	111066	6	7	5,7,7,7,7,7,7	False
0_jNjpVxUt0	4	540	2	599	1005	611	181	110672	6	2	2,2,2,2,2,2,1	False
uKNQCPXDNdc	4	1245	1	446	1204	1286	83	106741	6	1	1,6,1,1,1,1,1	False
OQSNhk5ICTI	3	5130	7	826	1364	332	313	103932	6	7	5,7,7,7,7,7,7	False
bwJ-TNu0hGM	4	1110	3	648	1562	2063	48	99037	6	3	4,3,3,3,3,3,3	False
0_jNjpVxUt0	4	420	2	544	1005	499	196	97865	6	2	2,2,2,2,2,2,1	False
bwJ-TNu0hGM	3	105	7	715	1089	1239	78	96649	6	7	7,7,7,7,7,8,7	False
bwJ-TNu0hGM	2	90	7	614	1129	1537	62	95345	6	7	7,7,7,7,7,7,6	False
0_jNjpVxUt0	4	570	1	517	1015	489	193	94443	6	1	1,1,1,1,1,1,2	False
bwJ-TNu0hGM	3	3705	3	860	1771	2678	35	93758	6	3	3,3,3,3,3,3,4	False
bwJ-TNu0hGM	4	45	7	946	1866	3081	30	92446	6	7	0,7,7,7,7,7,7	False
uKNQCPXDNdc	3	1425	5	855	1000	441	209	92302	6	5	0,5,5,5,5,5,5	False
uKNQCPXDNdc	3	3675	3	654	1055	1016	90	91444	6	3	3,3,3,3,3,3,5	False
bwJ-TNu0hGM	2	3705	3	622	1095	2159	42	90717	6	3	3,4,3,3,3,3,3	False
bwJ-TNu0hGM	2	690	7	539	1039	1191	76	90525	6	7	7,7,7,7,7,7,1	False
bwJ-TNu0hGM	4	450	7	753	1211	1708	52	88829	6	7	7,7,7,7,7,8,7	False
uKNQCPXDNdc	4	2160	7	931	1081	716	122	87423	6	7	7,7,7,7,7,5,7	False
bwJ-TNu0hGM	3	420	7	752	1514	2473	35	86574	6	7	7,8,7,7,7,7,7	False
uKNQCPXDNdc	3	2715	7	975	1000	541	157	85033	6	7	7,7,7,7,7,7,5	False
bwJ-TNu0hGM	3	3645	3	664	1151	1287	66	84985	6	3	3,4,3,3,3,3,3	False
bwJ-TNu0hGM	3	2115	7	794	1172	1401	58	81294	6	7	1,7,7,7,7,7,7	False
kcfs1-ryKWE	2	345	7	301	1509	287	275	78941	6	7	3,7,7,7,7,7,7	False
0_jNjpVxUt0	3	450	1	563	1070	503	156	78522	6	1	2,1,1,1,1,1,1	False
0_jNjpVxUt0	4	30	2	535	1067	522	148	77328	6	2	2,2,1,2,2,2,2	False
0_jNjpVxUt0	4	45	2	661	1049	461	163	75287	6	2	1,2,2,2,2,2,2	False
bwJ-TNu0hGM	4	2130	7	677	1245	1221	57	69602	6	7	7,7,1,7,7,7,7	False
0_jNjpVxUt0	3	435	1	540	1068	430	160	68838	6	1	1,1,1,1,1,2,1	False
0_jNjpVxUt0	4	135	2	743	1006	433	155	67254	6	2	1,2,2,2,2,2,2	False
bwJ-TNu0hGM	4	120	7	630	1123	1011	65	65747	6	7	7,7,7,7,8,7,7	False
0_jNjpVxUt0	3	705	2	523	1000	426	145	61772	6	2	2,2,2,1,2,2,2	False
OQSNhk5ICTI	4	3600	3	538	1239	280	217	60796	6	1	3,1,1,1,1,1,1	False
OQSNhk5ICTI	2	3510	3	931	1089	296	190	56304	6	3	3,3,1,3,3,3,3	False
0_jNjpVxUt0	3	540	2	616	1000	320	164	52624	6	2	2,2,2,2,2,2,1	False
0_jNjpVxUt0	3	600	1	558	1074	357	147	52493	6	1	1,1,1,1,1,1,2	False
bwJ-TNu0hGM	4	2145	7	707	1226	968	53	51338	6	7	7,7,7,7,7,7,8	False
0_jNjpVxUt0	3	555	1	548	1005	285	173	49323	6	1	2,1,1,1,1,1,1	False
uKNQCPXDNdc	3	2130	7	721	1026	322	152	49011	6	7	7,7,7,7,5,7,7	False
0_jNjpVxUt0	3	615	2	610	1041	335	145	48699	6	2	1,2,2,2,2,2,2	False
bwJ-TNu0hGM	4	495	7	893	1157	1276	38	48494	6	7	7,7,7,7,7,7,1	False
bwJ-TNu0hGM	3	2130	7	727	1063	1028	47	48320	6	7	7,7,7,1,7,7,7	False
bwJ-TNu0hGM	2	420	7	707	1034	1649	29	47839	6	7	8,7,7,7,7,7,7	False
bwJ-TNu0hGM	3	3630	3	711	1116	1096	43	47142	6	3	3,3,3,3,3,3,4	False
bwJ-TNu0hGM	4	615	7	781	1470	1311	34	44579	6	7	7,7,7,7,0,7,7	False
bwJ-TNu0hGM	3	450	7	741	1076	1126	39	43921	6	7	1,7,7,7,7,7,7	False
bwJ-TNu0hGM	4	2160	7	714	1046	1012	43	43558	6	7	7,7,7,8,7,7,7	False
0_jNjpVxUt0	4	255	2	676	1344	255	148	37773	6	2	2,2,2,2,2,2,1	False
bwJ-TNu0hGM	3	2460	7	560	1388	1760	18	31693	6	7	7,7,7,7,7,7,8	False
bwJ-TNu0hGM	3	1845	3	894	1653	1172	26	30484	6	3	3,3,3,3,4,3,3	False
bwJ-TNu0hGM	4	510	7	849	1031	947	32	30319	6	7	7,7,1,7,7,7,7	False
bwJ-TNu0hGM	3	2145	7	747	1179	776	39	30274	6	7	7,7,7,7,8,7,7	False
bwJ-TNu0hGM	3	990	7	952	1583	1211	24	29085	6	7	7,7,3,7,7,7,7	False
bwJ-TNu0hGM	4	150	7	739	1024	703	41	28832	6	7	1,7,7,7,7,7,7	False
Eoo4HzILB-M	4	420	3	487	1375	381	72	27434	6	3	3,3,3,4,3,3,3	False
bwJ-TNu0hGM	4	2595	3	863	1421	1434	19	27252	6	3	3,2,3,3,3,3,3	False
uKNQCPXDNdc	3	495	5	568	1026	690	38	26239	6	5	5,5,3,5,5,5,5	False
bwJ-TNu0hGM	2	3645	3	820	1025	654	39	25534	6	3	3,3,2,3,3,3,3	False
bwJ-TNu0hGM	4	1365	3	728	1121	756	33	24964	6	3	3,3,5,3,3,3,3	False
uKNQCPXDNdc	4	2370	7	719	1298	424	57	24213	6	7	7,7,7,7,6,7,7	False
bwJ-TNu0hGM	4	3600	3	597	1000	805	29	23361	6	3	3,3,3,3,3,4,3	False
bwJ-TNu0hGM	4	2610	3	958	1533	1377	15	20656	6	3	3,3,3,3,3,3,2	False
uKNQCPXDNdc	3	2145	7	677	1000	343	60	20632	6	7	7,7,6,7,7,7,7	False
bwJ-TNu0hGM	3	2160	7	736	1076	781	26	20322	6	7	7,7,7,7,8,7,7	False
bwJ-TNu0hGM	4	165	7	793	1076	758	26	19710	6	7	7,7,7,7,7,8,7	False
bwJ-TNu0hGM	2	3630	3	802	1000	753	25	18848	6	3	3,3,3,3,3,3,4	False
bwJ-TNu0hGM	3	2205	7	998	1000	1273	14	17828	6	7	7,0,7,7,7,7,7	False
bwJ-TNu0hGM	3	525	7	899	1000	1028	17	17481	6	7	7,8,7,7,7,7,7	False
uKNQCPXDNdc	3	2370	7	845	1194	470	36	16924	6	7	7,7,7,7,7,7,5	False
bwJ-TNu0hGM	2	2145	7	762	1083	703	24	16879	6	7	7,7,7,7,7,8,7	False
bwJ-TNu0hGM	4	540	7	971	1000	949	17	16136	6	7	7,7,7,7,0,7,7	False
bwJ-TNu0hGM	3	1905	3	1000	1473	832	19	15818	6	3	3,3,3,3,3,3,0	False
bwJ-TNu0hGM	3	2625	3	755	1090	1421	11	15637	6	3	3,3,3,3,3,4,3	False
uKNQCPXDNdc	4	2340	7	912	1177	340	45	15335	6	7	7,7,7,1,7,7,7	False
Eoo4HzILB-M	4	240	3	791	1229	168	87	14682	6	3	3,3,3,3,3,3,7	False
bwJ-TNu0hGM	3	165	7	801	1043	614	23	14123	6	7	7,7,7,7,7,7,0	False
Eoo4HzILB-M	4	270	3	803	1227	175	79	13891	6	3	3,5,3,3,3,3,3	False
bwJ-TNu0hGM	4	975	7	783	1117	765	17	13015	6	7	7,7,7,3,7,7,7	False
uKNQCPXDNdc	2	510	5	974	1000	542	23	12472	6	5	5,0,5,5,5,5,5	False
bwJ-TNu0hGM	4	960	7	668	1090	1072	11	11794	6	7	3,7,7,7,7,7,7	False
bwJ-TNu0hGM	4	930	3	901	1000	855	13	11126	6	3	7,3,3,3,3,3,3	False
uKNQCPXDNdc	2	3330	5	947	1000	457	24	10983	6	5	5,5,5,3,5,5,5	False
bwJ-TNu0hGM	4	2385	7	1000	1000	946	11	10407	6	7	7,7,7,7,0,7,7	False
bwJ-TNu0hGM	4	1335	3	943	1000	802	12	9628	6	3	3,3,3,3,3,3,7	False
bwJ-TNu0hGM	3	2190	7	894	1000	468	20	9367	6	7	7,7,7,7,7,7,0	False
bwJ-TNu0hGM	3	540	7	926	1000	721	12	8660	6	7	7,7,7,7,7,7,0	False
bwJ-TNu0hGM	4	2400	7	994	1000	667	12	8013	6	7	0,7,7,7,7,7,7	False
0_jNjpVxUt0	2	690	1	647	1018	144	55	7974	6	1	1,1,1,3,1,1,1	False
bwJ-TNu0hGM	3	2520	7	1000	1000	837	8	6703	6	7	7,7,7,7,7,7,0	False
0_jNjpVxUt0	2	600	1	690	1044	98	68	6700	6	1	8,1,1,1,1,1,1	False
bwJ-TNu0hGM	4	1305	3	872	1000	443	14	6211	6	3	4,3,3,3,3,3,3	False
bwJ-TNu0hGM	4	1275	3	985	1000	618	10	6183	6	3	3,3,3,3,0,3,3	False
Eoo4HzILB-M	2	420	3	637	1083	235	24	5647	6	3	3,3,3,3,3,3,4	False
bwJ-TNu0hGM	3	930	3	1000	1000	601	9	5415	6	3	3,0,3,3,3,3,3	False
bwJ-TNu0hGM	4	3525	3	1000	1000	594	9	5347	6	3	3,3,3,3,3,0,3	False
bwJ-TNu0hGM	3	2250	7	1000	1000	524	10	5247	6	7	7,7,7,7,7,7,0	False
bwJ-TNu0hGM	2	2175	7	1000	1000	741	7	5189	6	7	0,7,7,7,7,7,7	False
uKNQCPXDNdc	2	2130	5	877	1000	375	13	4875	6	5	5,5,5,5,0,5,5	False
uKNQCPXDNdc	3	2310	7	988	1000	250	19	4752	6	7	7,7,0,7,7,7,7	False
0_jNjpVxUt0	2	735	1	708	1000	114	40	4567	6	1	1,2,1,1,1,1,1	False
bwJ-TNu0hGM	4	180	7	854	1090	401	11	4416	6	7	7,7,3,7,7,7,7	False
bwJ-TNu0hGM	3	975	7	1000	1000	714	6	4284	6	7	0,7,7,7,7,7,7	False
0_jNjpVxUt0	2	525	1	558	1020	82	49	4062	6	1	1,1,1,2,1,1,1	False
uKNQCPXDNdc	3	3090	1	805	1000	331	12	3981	6	1	1,1,0,1,1,1,1	False
bwJ-TNu0hGM	4	4110	7	1000	1000	482	8	3863	6	7	7,7,7,7,7,0,7	False
bwJ-TNu0hGM	3	240	7	1000	1000	601	6	3609	6	7	0,7,7,7,7,7,7	False
bwJ-TNu0hGM	2	525	7	1000	1000	384	9	3463	6	7	7,7,0,7,7,7,7	False
bwJ-TNu0hGM	4	3495	3	1000	1000	493	7	3452	6	3	3,3,0,3,3,3,3	False
bwJ-TNu0hGM	3	2295	7	1000	1000	407	8	3261	6	7	7,0,7,7,7,7,7	False
uKNQCPXDNdc	3	240	1	776	1000	231	14	3247	6	1	1,1,1,0,1,1,1	False
bwJ-TNu0hGM	2	2010	3	1000	1000	438	6	2628	6	3	3,3,3,3,3,3,0	False
Eoo4HzILB-M	2	270	3	962	1000	80	28	2262	6	3	7,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	2280	7	1000	1000	367	6	2206	6	7	7,7,7,7,7,7,0	False
uKNQCPXDNdc	2	2655	5	998	1000	180	10	1809	6	5	5,5,0,5,5,5,5	False
Eoo4HzILB-M	2	120	3	1000	1100	138	10	1380	6	3	3,3,3,3,0,3,3	False
Eoo4HzILB-M	3	0	3	850	1055	55	18	995	6	3	3,3,3,3,7,3,3	False
bwJ-TNu0hGM	3	3855	7	1000	1000	144	6	864	6	7	7,7,7,7,7,7,0	False
0_jNjpVxUt0	2	330	1	828	1064	20	31	642	6	1	1,1,1,1,1,1,7	False
0_jNjpVxUt0	2	315	1	672	1125	19	24	477	6	1	1,1,1,1,1,7,1	False
Eoo4HzILB-M	2	390	3	1000	1000	19	11	218	6	3	3,3,3,0,3,3,3	False
OQSNhk5ICTI	2	510	2	495	1885	5370	429	2303784	5	2	7,2,2,2,6,2,2	False
OQSNhk5ICTI	2	495	2	494	1764	4280	434	1857720	5	2	3,2,2,2,2,2,7	False
OQSNhk5ICTI	4	510	2	387	1911	3186	430	1370350	5	2	2,2,2,6,2,4,2	False
9AwUsf8HzVI	4	1695	3	581	1773	3149	433	1363670	5	3	4,3,3,3,3,3,1	False
9AwUsf8HzVI	4	1080	4	466	1930	2834	443	1255493	5	4	3,4,4,4,4,4,5	False
9AwUsf8HzVI	4	45	3	527	1926	2781	446	1240689	5	3	8,3,3,3,3,4,3	False
OQSNhk5ICTI	2	300	2	507	1763	2814	439	1235594	5	2	3,2,5,2,2,2,2	False
9AwUsf8HzVI	3	1305	3	531	1538	2715	446	1211032	5	3	4,4,3,3,3,3,3	False
9AwUsf8HzVI	4	1305	3	605	1811	2680	446	1195441	5	3	4,3,3,3,3,3,8	False
9AwUsf8HzVI	4	1335	6	257	1826	2698	443	1195434	5	6	6,6,6,6,6,5,5	False
9AwUsf8HzVI	4	225	6	333	1844	2681	445	1193281	5	7	7,6,7,7,7,6,7	False
OQSNhk5ICTI	4	105	2	424	1932	2681	442	1185217	5	2	2,3,2,2,3,2,2	False
9AwUsf8HzVI	4	1035	4	542	1352	2608	448	1168441	5	4	3,3,4,4,4,4,4	False
OQSNhk5ICTI	3	120	2	521	1923	2568	446	1145680	5	2	3,2,2,2,2,2,1	False
OQSNhk5ICTI	4	285	2	382	1939	2394	445	1065597	5	2	4,4,2,2,2,2,2	False
9AwUsf8HzVI	4	810	3	293	1797	2398	440	1055193	5	3	3,3,3,3,4,4,3	False
9AwUsf8HzVI	4	1515	3	546	1563	2893	362	1047468	5	3	7,7,3,3,3,3,3	False
OQSNhk5ICTI	3	180	6	457	1858	2309	446	1030145	5	6	3,5,6,6,6,6,6	False
9AwUsf8HzVI	4	1020	3	486	1717	2288	446	1020619	5	3	3,3,3,3,3,4,4	False
9AwUsf8HzVI	2	225	7	559	1623	2363	430	1016281	5	7	7,7,7,7,7,6,6	False
9AwUsf8HzVI	4	1770	7	589	1540	2611	385	1005423	5	7	7,7,7,7,7,4,3	False
9AwUsf8HzVI	4	420	3	716	1740	2266	443	1004091	5	3	3,3,3,3,3,8,7	False
9AwUsf8HzVI	3	1470	7	362	1834	2398	417	1000285	5	7	6,6,7,7,7,7,7	False
9AwUsf8HzVI	4	1110	3	646	1777	2278	431	982049	5	3	3,3,3,3,3,8,7	False
9AwUsf8HzVI	2	60	4	582	1154	2201	441	970935	5	4	3,4,4,4,4,4,3	False
9AwUsf8HzVI	2	1335	6	429	1850	2222	435	966913	5	6	7,7,6,6,6,6,6	False
9AwUsf8HzVI	2	900	5	616	1719	2195	435	954867	5	5	3,4,5,5,5,5,5	False
9AwUsf8HzVI	4	1590	7	352	1468	2280	401	914660	5	7	7,7,7,7,6,6,7	False
OQSNhk5ICTI	4	210	8	563	1920	2056	442	908826	5	8	6,8,8,8,8,8,1	False
9AwUsf8HzVI	4	795	3	275	1716	2078	431	895626	5	3	3,3,7,5,3,3,3	False
OQSNhk5ICTI	3	210	8	577	1932	2015	444	894813	5	8	6,6,8,8,8,8,8	False
9AwUsf8HzVI	2	690	6	496	1450	2137	413	882834	5	6	7,8,6,6,6,6,6	False
uKNQCPXDNdc	3	2925	5	737	1248	2739	322	882110	5	5	0,6,5,5,5,5,5	False
OQSNhk5ICTI	3	0	3	738	1594	2108	412	868588	5	3	5,5,3,3,3,3,3	False
9AwUsf8HzVI	4	1545	3	548	1532	2482	349	866342	5	3	4,3,3,3,3,7,3	False
uKNQCPXDNdc	2	3465	7	376	1806	2037	423	861772	5	7	8,8,7,7,7,7,7	False
OQSNhk5ICTI	3	270	4	351	1869	1891	445	841608	5	4	2,1,4,4,4,4,4	False
9AwUsf8HzVI	4	1500	7	425	1760	2303	364	838589	5	7	7,7,7,8,7,7,3	False
9AwUsf8HzVI	2	720	7	443	1357	1957	420	822055	5	7	6,7,7,7,7,7,8	False
9AwUsf8HzVI	4	435	7	423	1855	1864	437	814786	5	7	3,2,7,7,7,7,7	False
9AwUsf8HzVI	4	375	3	664	1891	2045	395	807930	5	3	7,2,3,3,3,3,3	False
9AwUsf8HzVI	3	900	5	481	1854	1989	406	807733	5	5	3,4,5,5,5,5,5	False
9AwUsf8HzVI	2	1710	3	506	1190	2328	346	805624	5	3	3,3,3,2,3,3,7	False
9AwUsf8HzVI	3	1200	3	584	1871	1836	437	802691	5	3	2,7,3,3,3,3,3	False
9AwUsf8HzVI	4	1380	7	308	1812	1811	438	793637	5	7	1,6,7,7,7,7,7	False
9AwUsf8HzVI	3	570	3	632	1509	1825	434	792395	5	3	7,2,3,3,3,3,3	False
9AwUsf8HzVI	3	1545	3	528	1237	2211	345	762946	5	3	4,3,3,3,3,3,7	False
9AwUsf8HzVI	3	810	3	292	1702	1852	410	759653	5	3	4,3,3,3,3,3,4	False
9AwUsf8HzVI	2	1635	7	587	1433	1719	438	753257	5	7	7,7,6,6,7,7,7	False
9AwUsf8HzVI	4	945	3	419	1868	1700	441	750133	5	3	3,3,2,4,3,3,3	False
9AwUsf8HzVI	3	1590	7	364	1276	1920	384	737376	5	7	7,7,7,7,7,6,6	False
uKNQCPXDNdc	4	3465	7	368	1850	1705	416	709658	5	7	3,8,7,7,7,7,7	False
9AwUsf8HzVI	3	1575	7	401	1456	1858	377	700815	5	7	1,7,6,7,7,7,7	False
uKNQCPXDNdc	4	1380	3	743	1799	1782	389	693285	5	3	3,3,3,2,2,3,3	False
9AwUsf8HzVI	4	630	7	333	1565	1704	400	681923	5	7	4,7,7,7,7,7,1	False
kcfs1-ryKWE	3	615	2	426	1872	1527	446	681104	5	2	2,2,2,2,3,2,3	False
9AwUsf8HzVI	2	1320	3	597	1397	1772	367	650425	5	3	3,3,3,3,8,3,0	False
uKNQCPXDNdc	4	780	7	464	1543	2096	309	647854	5	7	7,7,7,7,6,6,7	False
9AwUsf8HzVI	3	600	3	295	1441	2029	315	639246	5	3	5,3,3,1,3,3,3	False
9AwUsf8HzVI	2	870	3	673	1747	1666	376	626638	5	3	7,8,3,3,3,3,3	False
9AwUsf8HzVI	3	780	7	318	1428	1631	380	620022	5	7	7,5,7,7,7,7,3	False
9AwUsf8HzVI	4	1425	7	342	1873	1399	441	617272	5	7	7,7,7,7,7,2,3	False
9AwUsf8HzVI	4	840	5	353	1452	2617	232	607342	5	7	5,5,7,7,7,7,7	False
9AwUsf8HzVI	3	870	3	544	1740	1514	400	605685	5	3	7,8,3,3,3,3,3	False
kcfs1-ryKWE	4	540	4	411	1823	1347	442	595449	5	4	4,4,5,5,4,4,4	False
kcfs1-ryKWE	3	450	5	538	1886	1325	448	593746	5	5	5,5,5,5,5,6,6	False
9AwUsf8HzVI	2	120	7	254	1262	1552	381	591472	5	7	7,7,7,7,4,7,3	False
uKNQCPXDNdc	3	705	3	627	1410	1549	370	573429	5	3	3,4,3,4,3,3,3	False
uKNQCPXDNdc	3	780	7	454	1352	1840	309	568585	5	7	6,7,7,7,7,7,6	False
9AwUsf8HzVI	3	840	5	305	1361	2618	216	565582	5	7	4,5,7,7,7,7,7	False
kcfs1-ryKWE	4	525	5	425	1754	1254	448	562212	5	5	5,5,5,5,4,4,5	False
9AwUsf8HzVI	3	90	7	407	1767	1308	425	556035	5	7	1,8,7,7,7,7,7	False
kcfs1-ryKWE	3	630	3	403	1912	1242	445	552958	5	3	2,3,3,2,3,3,3	False
uKNQCPXDNdc	4	600	1	726	1754	1776	309	549017	5	1	3,1,1,1,1,1,7	False
kcfs1-ryKWE	3	990	5	295	1616	1292	417	539116	5	5	7,5,5,4,5,5,5	False
uKNQCPXDNdc	3	2010	3	836	1131	1338	396	529953	5	3	3,3,3,3,3,8,7	False
9AwUsf8HzVI	2	1035	3	484	1205	1294	404	522828	5	3	3,3,3,7,3,3,5	False
9AwUsf8HzVI	2	1125	3	599	1245	1635	318	519968	5	3	3,3,3,3,8,3,4	False
kcfs1-ryKWE	4	750	5	405	1520	1172	438	513699	5	5	5,5,5,5,5,4,4	False
uKNQCPXDNdc	4	3390	7	577	1839	1787	287	513045	5	6	6,6,6,6,6,7,7	False
9AwUsf8HzVI	2	1665	3	613	1524	1906	265	505143	5	3	3,3,7,3,8,3,3	False
kcfs1-ryKWE	4	660	3	630	1754	1121	448	502563	5	3	3,3,3,3,3,4,4	False
uKNQCPXDNdc	2	765	5	710	1424	1887	266	502021	5	5	3,5,5,5,4,5,5	False
uKNQCPXDNdc	2	690	2	435	1297	2132	235	501088	5	2	7,2,2,2,2,2,3	False
kcfs1-ryKWE	3	495	5	437	1659	1134	437	495638	5	5	5,5,5,6,6,5,5	False
9AwUsf8HzVI	3	1065	3	401	1870	1271	387	491928	5	3	3,8,3,7,3,3,3	False
OQSNhk5ICTI	4	795	3	497	1772	1119	439	491500	5	3	3,3,3,1,3,5,3	False
9AwUsf8HzVI	2	1725	7	257	1424	1692	285	482381	5	7	3,7,7,7,7,7,8	False
kcfs1-ryKWE	4	435	5	440	1911	1083	440	476699	5	5	5,2,5,5,5,5,6	False
uKNQCPXDNdc	4	3285	5	584	1655	1575	290	457015	5	5	5,6,5,5,5,5,3	False
uKNQCPXDNdc	2	600	1	915	1771	1768	258	456354	5	1	3,3,1,1,1,1,1	False
uKNQCPXDNdc	4	2970	3	657	1425	2816	162	456337	5	3	3,1,5,3,3,3,3	False
OQSNhk5ICTI	4	2025	6	451	1781	1025	443	454233	5	6	6,6,7,6,5,6,6	False
9AwUsf8HzVI	3	540	3	328	1355	1284	349	448171	5	3	5,4,3,3,3,3,3	False
OQSNhk5ICTI	4	1155	3	405	1605	1087	408	443869	5	3	4,3,3,3,3,3,4	False
uKNQCPXDNdc	4	2985	3	672	1337	2780	157	436609	5	3	3,3,3,3,3,4,1	False
kcfs1-ryKWE	4	570	4	501	1893	990	440	435814	5	4	4,4,4,4,4,3,3	False
uKNQCPXDNdc	2	3285	5	699	1247	1294	335	433687	5	5	5,5,7,7,5,5,5	False
9AwUsf8HzVI	2	930	1	309	1623	1752	247	432980	5	7	1,8,7,7,7,7,7	False
uKNQCPXDNdc	3	3390	7	487	1715	1791	239	428055	5	6	6,6,6,6,6,8,7	False
uKNQCPXDNdc	2	780	7	451	1162	1482	283	419458	5	7	7,7,7,7,5,5,7	False
OQSNhk5ICTI	3	2040	7	564	1852	929	442	411008	5	7	5,7,7,7,7,7,6	False
uKNQCPXDNdc	2	3030	3	652	1422	2618	154	403183	5	3	5,7,3,3,3,3,3	False
kcfs1-ryKWE	4	1170	6	348	1723	967	409	395856	5	6	6,6,6,6,7,7,6	False
OQSNhk5ICTI	3	555	8	381	1959	889	442	393229	5	8	8,6,8,8,6,8,8	False
kcfs1-ryKWE	3	585	3	375	1855	884	444	392764	5	3	4,3,4,3,3,3,3	False
9AwUsf8HzVI	2	765	7	721	1296	1326	290	384610	5	7	7,7,7,7,1,1,7	False
OQSNhk5ICTI	3	3360	1	534	1855	856	444	380267	5	1	1,2,1,3,1,1,1	False
kcfs1-ryKWE	4	1590	7	292	1583	963	394	379776	5	7	7,5,8,7,7,7,7	False
OQSNhk5ICTI	3	1980	7	558	1798	887	427	379106	5	7	7,7,6,7,6,7,7	False
bwJ-TNu0hGM	4	660	7	521	1761	3469	109	378144	5	7	7,8,7,6,7,7,7	False
uKNQCPXDNdc	2	465	5	567	1129	1143	325	371585	5	5	5,7,7,5,5,5,5	False
kcfs1-ryKWE	2	960	7	272	1516	927	399	370130	5	5	5,5,5,5,5,7,7	False
OQSNhk5ICTI	3	1590	7	690	1770	845	435	367576	5	7	6,7,6,7,7,7,7	False
