qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
initiation_policy,one_shared_frozen_value_and_common_feature_block_across_all_arms
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,196
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,280
shadow_mse_div100_learned_reduced12,847
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1723
shadow_r2_per_mille_learned_reduced12,749
shadow_global_ratio_per_mille,632
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_oracle_positive_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,unknown_choice,wrong_nonunknown_commit,oracle_positive_success,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_oracle_positive_init_pm,mean_observations_x1000
cell,3,1,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,3,arm,0,40,5,0,0,5,0,0,0,0,48853,3398,853,10,0,0,0,-48853,0,0,40,0,0,0,0,0,2000
cell,3,1,3,arm,1,40,5,0,0,5,0,0,0,0,48853,3398,853,10,0,0,0,-48853,0,0,40,0,0,0,0,0,2000
cell,3,1,3,arm,2,40,5,0,0,5,0,0,0,0,48853,3398,853,10,0,0,0,-48853,0,0,40,0,0,0,0,0,2000
cell,3,1,3,arm,3,40,5,0,0,5,0,0,0,0,48853,3398,853,10,0,0,0,-48853,0,0,40,0,0,0,0,0,2000
cell,3,1,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,2,0,arm,0,40,1,0,0,1,0,40,0,0,0,1308,0,4,0,0,0,40000,0,0,0,0,0,0,0,0,4000
cell,3,2,0,arm,1,40,1,0,0,1,0,40,0,0,0,1308,0,4,0,0,0,40000,0,0,0,0,0,0,0,0,4000
cell,3,2,0,arm,2,40,1,0,0,1,0,40,0,0,0,1308,0,4,0,0,0,40000,0,0,0,0,0,0,0,0,4000
cell,3,2,0,arm,3,40,1,0,0,1,0,40,0,0,0,1308,0,4,0,0,0,40000,0,0,0,0,0,0,0,0,4000
cell,3,2,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,3,arm,0,40,10,0,0,10,0,40,0,0,549,4535,549,13,0,0,0,39451,0,0,0,0,0,0,0,0,1300
cell,3,2,3,arm,1,40,10,0,0,10,0,40,0,0,549,4535,549,13,0,0,0,39451,0,0,0,0,0,0,0,0,1300
cell,3,2,3,arm,2,40,10,0,0,10,0,40,0,0,549,4535,549,13,0,0,0,39451,0,0,0,0,0,0,0,0,1300
cell,3,2,3,arm,3,40,10,0,0,10,0,40,0,0,549,4535,549,13,0,0,0,39451,0,0,0,0,0,0,0,0,1300
cell,3,2,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,2,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,0,arm,0,40,2,0,0,2,0,40,0,0,1181,6663,1181,20,0,0,0,38819,0,0,0,0,0,0,0,0,10000
cell,3,3,0,arm,1,40,2,0,0,2,0,40,0,0,1181,6663,1181,20,0,0,0,38819,0,0,0,0,0,0,0,0,10000
cell,3,3,0,arm,2,40,2,0,0,2,0,40,0,0,1181,6663,1181,20,0,0,0,38819,0,0,0,0,0,0,0,0,10000
cell,3,3,0,arm,3,40,2,0,0,2,0,40,0,0,1181,6663,1181,20,0,0,0,38819,0,0,0,0,0,0,0,0,10000
cell,3,3,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,3,arm,0,40,9,0,0,9,0,40,0,0,2240,10889,2240,29,0,0,0,37760,0,0,0,0,0,0,0,0,3222
cell,3,3,3,arm,1,40,9,0,0,9,0,40,0,0,2240,10889,2240,29,0,0,0,37760,0,0,0,0,0,0,0,0,3222
cell,3,3,3,arm,2,40,9,0,0,9,0,40,0,0,2240,10889,2240,29,0,0,0,37760,0,0,0,0,0,0,0,0,3222
cell,3,3,3,arm,3,40,9,0,0,9,0,40,0,0,2240,10889,2240,29,0,0,0,37760,0,0,0,0,0,0,0,0,3222
cell,3,3,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,3,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,4,0,arm,0,40,0,10,0,0,0,0,0,0,82617,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,0,arm,1,40,0,10,0,0,0,0,0,0,82617,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,0,arm,2,40,0,10,0,0,0,0,0,0,82617,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,0,arm,3,40,0,10,0,0,0,0,0,0,82617,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,1,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,1,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,1,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,1,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,2,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,2,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,2,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,2,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,3,arm,0,40,11,16,9,2,0,0,0,9,85684,4126,715,12,0,0,0,-80715,40,0,40,0,562,818,0,0,1090
cell,3,4,3,arm,1,40,11,16,9,2,0,0,0,9,85684,4126,715,12,0,0,0,-80715,40,0,40,0,562,818,0,0,1090
cell,3,4,3,arm,2,40,11,16,9,2,0,0,0,9,85684,4126,715,12,0,0,0,-80715,40,0,40,0,562,818,0,0,1090
cell,3,4,3,arm,3,40,11,16,9,2,0,0,0,9,85684,4126,715,12,0,0,0,-80715,40,0,40,0,562,818,0,0,1090
cell,3,4,4,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,4,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,4,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,4,4,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,3,5,0,arm,0,40,1,0,0,1,0,40,0,0,953,3696,953,12,0,0,0,39047,0,0,0,0,0,0,0,0,12000
cell,3,5,0,arm,1,40,1,0,0,1,0,40,0,0,953,3696,953,12,0,0,0,39047,0,0,0,0,0,0,0,0,12000
cell,3,5,0,arm,2,40,1,0,0,1,0,40,0,0,953,3696,953,12,0,0,0,39047,0,0,0,0,0,0,0,0,12000
cell,3,5,0,arm,3,40,1,0,0,1,0,40,0,0,953,3696,953,12,0,0,0,39047,0,0,0,0,0,0,0,0,12000
cell,3,5,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,3,arm,0,40,9,0,0,9,0,40,0,0,4037,18384,4037,54,0,0,0,35963,0,0,0,0,0,0,0,0,6000
cell,3,5,3,arm,1,40,9,0,0,9,0,40,0,0,4037,18384,4037,54,0,0,0,35963,0,0,0,0,0,0,0,0,6000
cell,3,5,3,arm,2,40,9,0,0,9,0,40,0,0,4037,18384,4037,54,0,0,0,35963,0,0,0,0,0,0,0,0,6000
cell,3,5,3,arm,3,40,9,0,0,9,0,40,0,0,4037,18384,4037,54,0,0,0,35963,0,0,0,0,0,0,0,0,6000
cell,3,5,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,5,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,0,arm,0,40,2,0,0,2,0,40,0,0,1304,5976,1304,20,1,0,1,38696,0,0,0,0,0,0,0,0,10000
cell,3,6,0,arm,1,40,2,0,0,2,0,40,0,0,1304,5976,1304,20,1,0,1,38696,0,0,0,0,0,0,0,0,10000
cell,3,6,0,arm,2,40,2,0,0,2,0,40,0,0,1304,5976,1304,20,1,0,1,38696,0,0,0,0,0,0,0,0,10000
cell,3,6,0,arm,3,40,2,0,0,2,0,40,0,0,1304,5976,1304,20,1,0,1,38696,0,0,0,0,0,0,0,0,10000
cell,3,6,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,3,arm,0,40,13,0,0,13,0,40,0,0,1135,6308,1135,18,0,0,0,38865,0,0,0,0,0,0,0,0,1384
cell,3,6,3,arm,1,40,13,0,0,13,0,40,0,0,1135,6308,1135,18,0,0,0,38865,0,0,0,0,0,0,0,0,1384
cell,3,6,3,arm,2,40,13,0,0,13,0,40,0,0,1135,6308,1135,18,0,0,0,38865,0,0,0,0,0,0,0,0,1384
cell,3,6,3,arm,3,40,13,0,0,13,0,40,0,0,1135,6308,1135,18,0,0,0,38865,0,0,0,0,0,0,0,0,1384
cell,3,6,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,6,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,3,arm,0,40,9,0,0,9,0,40,0,0,5135,23205,5135,63,0,0,0,34865,0,0,0,0,0,0,0,0,7000
cell,3,7,3,arm,1,40,9,0,0,9,0,40,0,0,5135,23205,5135,63,0,0,0,34865,0,0,0,0,0,0,0,0,7000
cell,3,7,3,arm,2,40,9,0,0,9,0,40,0,0,5135,23205,5135,63,0,0,0,34865,0,0,0,0,0,0,0,0,7000
cell,3,7,3,arm,3,40,9,0,0,9,0,40,0,0,5135,23205,5135,63,0,0,0,34865,0,0,0,0,0,0,0,0,7000
cell,3,7,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,7,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,0,arm,0,40,1,0,0,1,0,40,0,0,361,1986,361,6,0,0,0,39639,0,0,0,0,0,0,0,0,6000
cell,3,8,0,arm,1,40,1,0,0,1,0,40,0,0,361,1986,361,6,0,0,0,39639,0,0,0,0,0,0,0,0,6000
cell,3,8,0,arm,2,40,1,0,0,1,0,40,0,0,361,1986,361,6,0,0,0,39639,0,0,0,0,0,0,0,0,6000
cell,3,8,0,arm,3,40,1,0,0,1,0,40,0,0,361,1986,361,6,0,0,0,39639,0,0,0,0,0,0,0,0,6000
cell,3,8,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,3,arm,0,40,3,0,0,3,0,40,0,0,1233,6150,1233,18,0,0,0,38767,0,0,0,0,0,0,0,0,6000
cell,3,8,3,arm,1,40,3,0,0,3,0,40,0,0,1233,6150,1233,18,0,0,0,38767,0,0,0,0,0,0,0,0,6000
cell,3,8,3,arm,2,40,3,0,0,3,0,40,0,0,1233,6150,1233,18,0,0,0,38767,0,0,0,0,0,0,0,0,6000
cell,3,8,3,arm,3,40,3,0,0,3,0,40,0,0,1233,6150,1233,18,0,0,0,38767,0,0,0,0,0,0,0,0,6000
cell,3,8,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,8,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,0,0,arm,0,40,2,0,0,2,0,0,0,0,51962,9552,3962,32,0,0,2,-51962,0,0,40,0,0,0,0,0,16000
cell,4,0,0,arm,1,40,2,0,0,2,0,0,0,0,51962,9552,3962,32,0,0,2,-51962,0,0,40,0,0,0,0,0,16000
cell,4,0,0,arm,2,40,2,0,0,2,0,0,0,0,51962,9552,3962,32,0,0,2,-51962,0,0,40,0,0,0,0,0,16000
cell,4,0,0,arm,3,40,2,0,0,2,0,0,0,0,51962,9552,3962,32,0,0,2,-51962,0,0,40,0,0,0,0,0,16000
cell,4,0,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,3,arm,0,40,8,0,0,8,0,0,0,0,49597,8666,1597,28,0,0,0,-49597,0,0,40,0,0,0,0,0,3500
cell,4,0,3,arm,1,40,8,0,0,8,0,0,0,0,49597,8666,1597,28,0,0,0,-49597,0,0,40,0,0,0,0,0,3500
cell,4,0,3,arm,2,40,8,0,0,8,0,0,0,0,49597,8666,1597,28,0,0,0,-49597,0,0,40,0,0,0,0,0,3500
cell,4,0,3,arm,3,40,8,0,0,8,0,0,0,0,49597,8666,1597,28,0,0,0,-49597,0,0,40,0,0,0,0,0,3500
cell,4,0,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,0,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,0,arm,0,40,1,0,0,1,0,0,0,0,49694,5936,1694,16,0,0,0,-49694,0,0,40,0,0,0,0,0,16000
cell,4,1,0,arm,1,40,1,0,0,1,0,0,0,0,49694,5936,1694,16,0,0,0,-49694,0,0,40,0,0,0,0,0,16000
cell,4,1,0,arm,2,40,1,0,0,1,0,0,0,0,49694,5936,1694,16,0,0,0,-49694,0,0,40,0,0,0,0,0,16000
cell,4,1,0,arm,3,40,1,0,0,1,0,0,0,0,49694,5936,1694,16,0,0,0,-49694,0,0,40,0,0,0,0,0,16000
cell,4,1,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,3,arm,0,40,10,0,0,10,0,0,0,0,49834,8736,1834,27,0,0,0,-49834,0,0,40,0,0,0,0,0,2700
cell,4,1,3,arm,1,40,10,0,0,10,0,0,0,0,49834,8736,1834,27,0,0,0,-49834,0,0,40,0,0,0,0,0,2700
cell,4,1,3,arm,2,40,10,0,0,10,0,0,0,0,49834,8736,1834,27,0,0,0,-49834,0,0,40,0,0,0,0,0,2700
cell,4,1,3,arm,3,40,10,0,0,10,0,0,0,0,49834,8736,1834,27,0,0,0,-49834,0,0,40,0,0,0,0,0,2700
cell,4,1,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,1,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,4,2,0,arm,0,40,1,0,0,1,0,40,0,0,2396,6048,2396,16,1,0,1,37604,0,0,0,0,0,0,0,0,16000
cell,4,2,0,arm,1,40,1,0,0,1,0,40,0,0,2396,6048,2396,16,1,0,1,37604,0,0,0,0,0,0,0,0,16000
