trial_idx,fixture_id,fixture_path,task,truth,stratum,judgment,confidence,measure,operations,percept_bytes,program,tests,decision,chain_hash
9328,r21n_shapetrans_921,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_921.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1000,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,779a00461203dc6da197d34f72b793de6ffce3ae6f708a8d78bcb84b4ce37d42
9329,r21n_shapetrans_922,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_922.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,845,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ad52f118c15392b85be5a13fc3a2080e973fe37c6a7626b407daa346b51b7065
9330,r21n_shapetrans_923,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_923.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,953,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,1a075ca8493da7835df7fe921d8fb67d9b51cd6193717d74189ff898ac15b989
9331,r21n_shapetrans_924,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_924.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1001,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,fe79f6360cc3896984de2b94d52bb1940e435821aaba26089ddbe7d2343a0b39
9332,r21n_shapetrans_925,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_925.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,834,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,b9fb7ea228514ac9bc8652b24db260caf28caebb151961878628af152f5040c9
9333,r21n_shapetrans_926,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_926.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,957,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,e4f5a70c054893523d973dc0e641029672163199fbf5560f9a939d7f3e6eb426
9334,r21n_shapetrans_927,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_927.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1001,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,4c34b603c600e005556b7ddb9b39a3ca52d490a07562e1b71839df0f38ae35f0
9335,r21n_shapetrans_928,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_928.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,829,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,4629dd1774b6a8379c777db35000b37bf98ec43bd8a9e42ef6ee29cbf3e4f391
9336,r21n_shapetrans_929,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_929.r2a,shapetrans,SQUARE,gen_normal,SQUARE,high,949,25923,26,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,9c058ca41c2aaba3900ed3473179067d74bfc2df253fefaec9bead2bbed9315a
9337,r21n_shapetrans_93,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_93.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,997,25923,25,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,3361f6f2246856c3b3f33af493c737e2253e8f73b1f147e3a191a4cf22cc3527
9338,r21n_shapetrans_930,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_930.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1000,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,89ad7db998a97d376dab2a5b4ff0d10e4c21691116494be9d2b7d71a9ad9a4f4
9339,r21n_shapetrans_931,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_931.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,818,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,148a71b8ec89d68bd11fd54dc6b11ff6d6b6215cab82e7640e3515012024b1f6
9340,r21n_shapetrans_932,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_932.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,955,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,40e0d4365b04681219b5ed766933a25dee31c6ec0c919157bb8887f65229381f
9341,r21n_shapetrans_933,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_933.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1001,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,8c08ca7f8666c1d590a73195c024fca2e41d23af27dbf795733c096b4b5af208
9342,r21n_shapetrans_934,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_934.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,825,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,24f9e8e18c8007a321fe9ac608d2de5f37072e2b508376876ce0ef2e3bc00e48
9343,r21n_shapetrans_935,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_935.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,955,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,c03827d0e0bfca0c6bc14ee8af872a5d267fb5a915e28b49adc3cc0a80b42632
9344,r21n_shapetrans_936,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_936.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1002,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ee7829dd0a7b955aa129ca4a9140dee3e448795910a3cc9eba3ad08f729bcccd
9345,r21n_shapetrans_937,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_937.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,830,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,daaeb6f4097ffda6cf3348d59e117299905254579d281368e0db233d0b0a8bff
9346,r21n_shapetrans_938,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_938.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,957,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,a8e5226e46c1b752ccec391ce7c1a9e51e9b11318cc83680ea102e731c0bcd1e
9347,r21n_shapetrans_939,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_939.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1000,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,f9aec966b923ceb54798950f72afb6d2d92cb193f4e4e17b8cb6944ada756879
9348,r21n_shapetrans_94,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_94.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,821,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,5684265857c331d9bc01e3979ad1ec8669807ec9a62f8574caae194291a085a3
9349,r21n_shapetrans_940,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_940.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,792,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ae85c9b3c9fa692206ed85014cb6ef88dd3e99e1f9c6210ca83f6c1ece34dfd3
9350,r21n_shapetrans_941,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_941.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,957,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ca58312de25c137051834e6b906e48ae6b4c40f637083a59b20c745677a29c55
9351,r21n_shapetrans_942,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_942.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,998,25923,25,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,e8201279d4838d87996b95fd52936b6cf3818ac87b6721ce561c727ac56a4d98
9352,r21n_shapetrans_943,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_943.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,831,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,c8c5610889228d8b9f204f9067e2a77568f6930e743f0105c291f5fa7a9051e6
9353,r21n_shapetrans_944,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_944.r2a,shapetrans,SQUARE,gen_normal,SQUARE,high,951,25923,26,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,9a2ca1ad4467ddc306c348210016a63fb3fa5f59b360df7ae714ae8243f9ca96
9354,r21n_shapetrans_945,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_945.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,998,25923,25,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,b3a9d5688a92f5730002d95664d00e61da81323230cb2629860f896d376a1e88
9355,r21n_shapetrans_946,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_946.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,826,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,79284b36fb42592a2dfc74433997ec2900dc4eb8ba26235e3460e36ca9adf248
9356,r21n_shapetrans_947,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_947.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,964,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,0613d2abbf35f9275a6ff13e518de760a126cd13a1bd7ee6a23ad1db39f2ec8f
9357,r21n_shapetrans_948,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_948.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1000,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,67acb3a33c98b2d3ce805801b67f8647c9a3b383ce3ffa70bce58487187649b8
9358,r21n_shapetrans_949,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_949.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,831,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,6efd0f933dec0a163302acd8f6551b14c349750f1ea6be81d45430e8823b5de9
9359,r21n_shapetrans_95,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_95.r2a,shapetrans,SQUARE,gen_normal,SQUARE,high,948,25923,26,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,0f5e43350271ff58c0465f9c7e0bed8b6e2ec0d80d91ef50b1aad276b01d33d6
9360,r21n_shapetrans_950,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_950.r2a,shapetrans,SQUARE,gen_normal,SQUARE,high,945,25923,26,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,208a3f4090e5859d21ced4a6b6b6813e54ba05077e25d3d394e87349f97554d7
9361,r21n_shapetrans_951,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_951.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1001,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,532870d20d4a87a9b194db720ecfdf0ba4fc56b0d22c3ee862801b5377bdd736
9362,r21n_shapetrans_952,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_952.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,826,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,c9e288f053a40bd563bb62037dd293f6661c57a09364e51311b51c73e5c1db3c
9363,r21n_shapetrans_953,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_953.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,957,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,a211621a6883e3032bf866ff9e0bfc40ee15ff16643d0e57e8046b8c12f02c3c
9364,r21n_shapetrans_954,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_954.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,999,25923,25,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,9dc4e7afd347eb5ebcbda86ddd6ff97e48b75f7e162c8740526fff43d7146168
9365,r21n_shapetrans_955,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_955.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,833,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,8c261e71102434e3ea67128e8139c9b5f575bf069d06b831e588ff9d56ebabb4
9366,r21n_shapetrans_956,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_956.r2a,shapetrans,SQUARE,gen_normal,SQUARE,high,951,25923,26,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,9691ac033f22cad1d33ea80a9342e400a3f602bac083e7b132a24c61a22f1213
9367,r21n_shapetrans_957,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_957.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1001,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,2aac5cbd474c436d35c89215b5a7a6f774f2f9af1a62adefe4fa7693a1cbe547
9368,r21n_shapetrans_958,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_958.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,834,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,867a4f8693d44f7a629b95c3fa0f7ca439d9fe87088486f53ea5b6ed5d186787
9369,r21n_shapetrans_959,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_959.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,957,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,9c2709a4089e165f43f6964b32deee9706b4cb69b8ce726e4b2d8c4122db172a
9370,r21n_shapetrans_96,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_96.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1000,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,c534d162aaa78fc82b95048b72fa6551d1fc79d4d5c95765b9bd0b88a4eec56d
9371,r21n_shapetrans_960,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_960.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,999,25923,25,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,e3eee8d89b9d83d80e4a003781f0748a427fe8f9ddfa7bcf90a44f93ce067ded
9372,r21n_shapetrans_961,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_961.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,824,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,3ec1a517817b2bf7425e5d84d5865345ecc0c6cc6347226b66c8a387afb757dd
9373,r21n_shapetrans_962,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_962.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,954,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,2783f19d0e06e7c2e412783686f3718bc70333d1693c7a3649568fc832f4b914
9374,r21n_shapetrans_963,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_963.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,1000,25923,26,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,15a79afc549d2c4f2501e75cbabae316aece2af650aab15ac16c3ffa4f7f9129
9375,r21n_shapetrans_964,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_964.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,819,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,b9b2222b746b72cd97f991668b338fc4cb18309d713ab4770b944ec56dc190c6
9376,r21n_shapetrans_965,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_965.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,961,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,d2af256eaf27958b345baa7a2edfcffa0ceecad5a367071e3c385c5d9c0159ac
9377,r21n_shapetrans_966,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_966.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,999,25923,25,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,bbfe48ae687e90e88d6facbf27e8ab4239086276ec0cc12ae3a8e7fd1c7d6ad2
9378,r21n_shapetrans_967,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_967.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,858,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,849ea398281d8ebd04fdefbb15e4c68f12f96380d28d3b27fae30e153cbc27ca
9379,r21n_shapetrans_968,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_968.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,956,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,57bbd53408396c762dc6b43a406051acc1a558edfaac35669df7230f99358858
9380,r21n_shapetrans_969,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_969.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,999,25923,25,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,5324d0f63676934167519466d618969aff27333cae105f6dc1d54b8ee31e2612
9381,r21n_shapetrans_97,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_97.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,820,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,4ced83382914231a136504fd39cfe8951b4398d471b04d28e82735b27a174c8f
9382,r21n_shapetrans_970,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_970.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,838,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,86c362e6eb7a03126b5bfe4212a8e913f53614ee5ae0af838b5ee7e3df88dd4b
9383,r21n_shapetrans_971,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_971.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,954,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,55482399912bd8c51d3e0677c7fcfd701c63b980c28ac29094192d086249a06c
9384,r21n_shapetrans_972,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_972.r2a,shapetrans,CIRCLE,gen_normal,CIRCLE,low,999,25923,25,JUDGE_SHAPETRANS[expect=CIRCLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,b752b0cac99fb4fab550fe655b7167e75ec6a22238942a7b36eaf302dc5564cc
9385,r21n_shapetrans_973,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_973.r2a,shapetrans,TRIANGLE,gen_normal,TRIANGLE,high,811,25923,28,JUDGE_SHAPETRANS[expect=TRIANGLE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,d371f04bce119455d3efe168d776c0637e4506f59f87fce68799cb67dbb5a668
9386,r21n_shapetrans_974,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_shapetrans_974.r2a,shapetrans,SQUARE,gen_normal,SQUARE,low,954,25923,25,JUDGE_SHAPETRANS[expect=SQUARE;rule=moment_q_ge978_c_ge891_s;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,a991bc3b2a0d0771ac279f895e89470b5ffbc58e85986bf03aaec925de265d01
