replica,checkpoint,arm,cohort,reachable,known,no_unique,union,union_lost,union_rescued,hybrid,hybrid_lost,hybrid_rescued,anchor_lost,anchor_gained,t0success,t0unknown,t0wrong
1,22,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,22,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,22,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,22,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,22,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,22,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,23,0,A,515,401,114,523,10,2,513,1,3,2,3,354,146,40
1,23,0,B,514,402,112,526,13,1,516,5,3,4,5,334,174,32
1,23,0,C,526,411,115,529,6,3,525,3,4,4,3,335,173,32
1,23,0,D,525,410,115,532,7,0,527,2,0,4,2,345,145,50
1,23,1,A,511,398,113,523,12,0,513,2,0,3,0,358,156,26
1,23,1,B,511,400,111,526,15,0,516,5,0,4,2,337,180,23
1,23,1,C,527,411,116,529,5,3,525,2,4,3,3,338,179,23
1,23,1,D,528,412,116,532,5,1,527,1,2,2,3,355,157,28
1,23,2,A,512,398,114,523,11,0,513,2,1,2,0,357,156,27
1,23,2,B,513,400,113,526,13,0,516,4,1,3,3,336,179,25
1,23,2,C,525,409,116,529,6,2,525,3,3,4,2,338,178,24
1,23,2,D,526,411,115,532,6,0,527,2,1,3,2,354,153,33
1,23,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,23,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,23,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,23,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,23,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,23,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,23,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,23,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,24,0,A,516,400,116,523,9,2,513,1,4,0,2,353,151,36
1,24,0,B,511,400,111,526,16,1,516,6,1,3,1,334,174,32
1,24,0,C,526,410,116,529,6,3,525,3,4,3,2,337,172,31
1,24,0,D,527,411,116,532,5,0,527,2,2,1,1,350,147,43
1,24,1,A,513,399,114,523,11,1,513,1,1,2,1,358,156,26
1,24,1,B,514,403,111,526,12,0,516,2,0,2,3,336,180,24
1,24,1,C,529,412,117,529,4,4,525,1,5,1,3,338,179,23
1,24,1,D,528,411,117,532,4,0,527,0,1,1,2,354,157,29
1,24,2,A,511,398,113,523,12,0,513,2,0,3,0,358,156,26
1,24,2,B,511,400,111,526,15,0,516,5,0,4,2,336,179,25
1,24,2,C,526,411,115,529,6,3,525,3,4,3,2,338,179,23
1,24,2,D,527,411,116,532,5,0,527,1,1,2,2,353,157,30
1,24,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,24,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,24,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,24,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,24,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,24,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,24,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,24,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,25,0,A,513,399,114,523,12,2,513,4,4,3,2,358,155,27
1,25,0,B,510,400,110,526,17,1,516,7,1,5,2,336,175,29
1,25,0,C,525,410,115,529,8,4,525,5,5,5,3,340,176,24
1,25,0,D,527,412,115,532,6,1,527,3,3,3,3,354,154,32
1,25,1,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,25,1,B,510,400,110,526,16,0,516,6,0,6,3,337,179,24
1,25,1,C,526,410,116,529,6,3,525,3,4,4,3,338,179,23
1,25,1,D,529,413,116,532,5,2,527,1,3,2,4,354,157,29
1,25,2,A,512,399,113,523,11,0,513,1,0,3,1,358,156,26
1,25,2,B,512,400,112,526,14,0,516,5,1,5,4,337,179,24
1,25,2,C,526,410,116,529,6,3,525,3,4,4,3,338,179,23
1,25,2,D,529,413,116,532,5,2,527,1,3,2,4,355,157,28
1,25,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,25,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,25,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,25,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,25,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,25,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,25,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,25,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,26,0,A,511,398,113,523,12,0,513,3,1,3,0,354,145,41
1,26,0,B,515,403,112,526,12,1,516,4,3,2,4,334,175,31
1,26,0,C,522,409,113,529,10,3,525,7,4,6,1,333,171,36
1,26,0,D,526,410,116,532,6,0,527,3,2,4,3,349,146,45
1,26,1,A,511,397,114,523,12,0,513,3,1,3,0,357,156,27
1,26,1,B,511,400,111,526,15,0,516,5,0,5,3,337,179,24
1,26,1,C,526,411,115,529,8,5,525,5,6,4,3,338,179,23
1,26,1,D,528,412,116,532,5,1,527,1,2,2,3,354,157,29
1,26,2,A,512,398,114,523,11,0,513,2,1,2,0,352,155,33
1,26,2,B,509,398,111,526,17,0,516,7,0,4,0,335,176,29
1,26,2,C,526,411,115,529,6,3,525,3,4,3,2,337,177,26
1,26,2,D,527,411,116,532,5,0,527,1,1,2,2,355,148,37
1,26,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,26,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,26,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,26,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,26,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,26,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,26,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,26,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,27,0,A,513,400,113,523,11,1,513,2,2,3,2,352,145,43
1,27,0,B,514,402,112,526,13,1,516,5,3,4,5,333,174,33
1,27,0,C,526,411,115,529,6,3,525,3,4,4,3,334,172,34
1,27,0,D,525,410,115,532,7,0,527,2,0,4,2,347,142,51
1,27,1,A,511,398,113,523,12,0,513,2,0,3,0,356,156,28
1,27,1,B,513,400,113,526,13,0,516,4,1,3,3,336,179,25
1,27,1,C,526,410,116,529,5,2,525,2,3,3,2,338,178,24
1,27,1,D,525,410,115,532,7,0,527,2,0,4,2,355,151,34
1,27,2,A,512,399,113,523,11,0,513,1,0,3,1,358,156,26
1,27,2,B,512,400,112,526,14,0,516,5,1,5,4,337,179,24
1,27,2,C,526,410,116,529,6,3,525,3,4,4,3,338,179,23
1,27,2,D,529,413,116,532,5,2,527,1,3,2,4,354,157,29
1,27,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,27,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,27,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,27,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,27,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,27,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,27,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,27,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,28,0,A,515,399,116,523,9,1,513,1,3,0,1,351,152,37
1,28,0,B,510,399,111,526,17,1,516,7,1,4,1,334,174,32
1,28,0,C,526,410,116,529,6,3,525,3,4,3,2,336,172,32
1,28,0,D,527,411,116,532,5,0,527,2,2,1,1,348,146,46
1,28,1,A,515,399,116,523,9,1,513,1,3,0,1,357,156,27
1,28,1,B,509,398,111,526,17,0,516,7,0,4,0,336,179,25
1,28,1,C,526,410,116,529,5,2,525,2,3,2,1,338,178,24
1,28,1,D,527,411,116,532,5,0,527,1,1,2,2,353,155,32
1,28,2,A,513,398,115,523,10,0,513,2,2,1,0,352,155,33
1,28,2,B,510,398,112,526,16,0,516,6,0,3,0,335,175,30
1,28,2,C,525,411,114,529,7,3,525,4,4,4,2,336,177,27
1,28,2,D,527,411,116,532,5,0,527,1,1,2,2,355,148,37
1,28,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,28,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,28,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,28,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,28,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,28,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,28,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,28,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,29,0,A,513,399,114,523,12,2,513,4,4,3,2,357,155,28
1,29,0,B,510,400,110,526,17,1,516,7,1,5,2,335,176,29
1,29,0,C,525,410,115,529,8,4,525,5,5,5,3,340,176,24
1,29,0,D,527,412,115,532,6,1,527,3,3,3,3,354,154,32
1,29,1,A,511,398,113,523,12,0,513,2,0,3,0,358,156,26
1,29,1,B,511,400,111,526,15,0,516,5,0,4,2,337,180,23
1,29,1,C,529,411,118,529,4,4,525,1,5,1,3,338,179,23
1,29,1,D,529,412,117,532,4,1,527,1,3,1,3,355,157,28
1,29,2,A,512,399,113,523,12,1,513,2,1,3,1,358,156,26
1,29,2,B,512,401,111,526,14,0,516,4,0,4,3,337,180,23
1,29,2,C,528,412,116,529,5,4,525,2,5,2,3,338,179,23
1,29,2,D,529,412,117,532,4,1,527,1,3,1,3,355,157,28
1,29,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,29,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,29,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,29,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,29,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,29,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,29,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,29,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,30,0,A,511,398,113,523,12,0,513,3,1,3,0,353,144,43
1,30,0,B,514,403,111,526,13,1,516,5,3,3,4,336,170,34
1,30,0,C,522,409,113,529,10,3,525,7,4,6,1,334,165,41
1,30,0,D,525,410,115,532,7,0,527,4,2,5,3,347,145,48
1,30,1,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,30,1,B,512,399,113,526,14,0,516,5,1,3,2,336,179,25
1,30,1,C,524,409,115,529,8,3,525,5,4,4,1,338,179,23
1,30,1,D,527,411,116,532,5,0,527,1,1,2,2,353,156,31
1,30,2,A,512,397,115,523,11,0,513,3,2,2,0,352,155,33
1,30,2,B,512,399,113,526,14,0,516,6,2,3,2,335,177,28
1,30,2,C,522,409,113,529,9,2,525,6,3,7,2,335,178,27
1,30,2,D,526,411,115,532,6,0,527,2,1,3,2,353,148,39
1,30,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,30,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,30,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,30,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,30,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,30,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,30,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,30,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,31,0,A,513,400,113,523,11,1,513,2,2,3,2,353,145,42
1,31,0,B,514,402,112,526,13,1,516,5,3,4,5,334,172,34
1,31,0,C,526,411,115,529,6,3,525,3,4,4,3,332,168,40
1,31,0,D,524,410,114,532,8,0,527,3,0,5,2,346,141,53
1,31,1,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,31,1,B,512,400,112,526,14,0,516,5,1,4,3,336,179,25
1,31,1,C,526,410,116,529,5,2,525,2,3,3,2,338,178,24
1,31,1,D,526,411,115,532,6,0,527,2,1,3,2,351,156,33
1,31,2,A,512,399,113,523,12,1,513,2,1,3,1,358,156,26
1,31,2,B,512,401,111,526,14,0,516,4,0,4,3,337,179,24
1,31,2,C,528,412,116,529,5,4,525,2,5,2,3,338,179,23
1,31,2,D,529,412,117,532,4,1,527,1,3,1,3,355,157,28
1,31,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,31,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,31,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,31,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,31,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,31,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,31,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,31,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,32,0,A,514,399,115,523,10,1,513,2,3,1,1,351,149,40
1,32,0,B,509,398,111,526,17,0,516,7,0,4,0,335,174,31
1,32,0,C,526,410,116,529,6,3,525,3,4,3,2,336,172,32
1,32,0,D,527,411,116,532,5,0,527,2,2,1,1,347,145,48
1,32,1,A,512,397,115,523,11,0,513,3,2,2,0,355,156,29
1,32,1,B,510,398,112,526,16,0,516,6,0,3,0,336,179,25
1,32,1,C,526,411,115,529,6,3,525,3,4,3,2,338,179,23
1,32,1,D,526,411,115,532,6,0,527,2,1,3,2,353,154,33
1,32,2,A,512,397,115,523,11,0,513,3,2,2,0,353,152,35
1,32,2,B,512,399,113,526,14,0,516,6,2,3,2,335,176,29
1,32,2,C,524,410,114,529,8,3,525,5,4,5,2,334,178,28
1,32,2,D,526,411,115,532,6,0,527,2,1,3,2,352,148,40
1,32,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,32,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,32,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,32,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,32,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,32,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,32,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,32,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
2,-1,0,A,523,406,117,528,5,0,523,0,0,0,0,360,157,23
2,-1,0,B,522,404,118,524,2,0,522,0,0,0,0,365,160,15
2,-1,0,C,521,404,117,525,4,0,521,0,0,0,0,340,182,18
2,-1,0,D,522,403,119,527,5,0,522,0,0,0,0,341,178,21
2,-1,1,A,523,406,117,528,5,0,523,0,0,0,0,360,157,23
2,-1,1,B,522,404,118,524,2,0,522,0,0,0,0,365,160,15
2,-1,1,C,521,404,117,525,4,0,521,0,0,0,0,340,182,18
2,-1,1,D,522,403,119,527,5,0,522,0,0,0,0,341,178,21
2,-1,2,A,523,406,117,528,5,0,523,0,0,0,0,360,157,23
2,-1,2,B,522,404,118,524,2,0,522,0,0,0,0,365,160,15
2,-1,2,C,521,404,117,525,4,0,521,0,0,0,0,340,182,18
2,-1,2,D,522,403,119,527,5,0,522,0,0,0,0,341,178,21
2,-1,3,A,523,406,117,528,5,0,523,0,0,0,0,360,157,23
2,-1,3,B,522,404,118,524,2,0,522,0,0,0,0,365,160,15
2,-1,3,C,521,404,117,525,4,0,521,0,0,0,0,340,182,18
2,-1,3,D,522,403,119,527,5,0,522,0,0,0,0,341,178,21
2,-1,4,A,523,406,117,528,5,0,523,0,0,0,0,360,157,23
2,-1,4,B,522,404,118,524,2,0,522,0,0,0,0,365,160,15
2,-1,4,C,521,404,117,525,4,0,521,0,0,0,0,340,182,18
2,-1,4,D,522,403,119,527,5,0,522,0,0,0,0,341,178,21
2,0,0,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,0,0,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,0,0,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,0,0,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,0,1,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,0,1,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,0,1,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,0,1,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,0,2,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,0,2,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,0,2,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,0,2,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,0,3,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,0,3,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,0,3,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,0,3,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,0,4,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,0,4,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,0,4,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,0,4,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,1,0,A,518,406,112,528,13,3,523,8,3,4,3,345,127,68
2,1,0,B,524,408,116,524,4,4,522,2,4,1,4,352,126,62
2,1,0,C,528,410,118,525,3,6,521,0,7,0,7,341,144,55
2,1,0,D,525,407,118,527,8,6,522,3,6,3,7,335,142,63
2,1,1,A,521,407,114,528,8,1,523,3,1,0,2,351,143,46
2,1,1,B,522,405,117,524,4,2,522,2,2,1,2,361,146,33
2,1,1,C,522,405,117,525,4,1,521,1,2,1,2,337,172,31
2,1,1,D,522,404,118,527,7,2,522,4,4,4,5,336,164,40
2,1,2,A,521,407,114,528,8,1,523,3,1,0,2,351,141,48
2,1,2,B,521,404,117,524,4,1,522,2,1,1,1,361,146,33
2,1,2,C,523,405,118,525,3,1,521,0,2,0,2,336,170,34
2,1,2,D,522,404,118,527,7,2,522,4,4,2,3,334,162,44
2,1,3,A,518,406,112,528,13,3,523,8,3,4,3,345,127,68
2,1,3,B,524,408,116,524,4,4,522,2,4,1,4,352,126,62
2,1,3,C,528,410,118,525,3,6,521,0,7,0,7,341,144,55
2,1,3,D,525,407,118,527,8,6,522,3,6,3,7,335,142,63
2,1,4,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,1,4,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,1,4,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,1,4,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,2,0,A,520,407,113,528,9,1,523,4,1,2,3,350,136,54
2,2,0,B,520,404,116,524,6,2,522,4,2,4,3,355,143,42
2,2,0,C,522,405,117,525,5,2,521,2,3,2,3,341,161,38
2,2,0,D,519,404,115,527,11,3,522,7,4,6,4,335,158,47
2,2,1,A,520,407,113,528,9,1,523,4,1,0,1,350,138,52
2,2,1,B,522,406,116,524,4,2,522,2,2,1,2,362,143,35
2,2,1,C,524,406,118,525,3,2,521,0,3,0,3,339,164,37
2,2,1,D,522,405,117,527,7,2,522,3,3,2,3,333,158,49
2,2,2,A,522,407,115,528,7,1,523,2,1,1,4,357,153,30
2,2,2,B,521,404,117,524,4,1,522,2,1,2,2,363,155,22
2,2,2,C,523,405,118,525,3,1,521,0,2,0,2,339,179,22
2,2,2,D,521,404,117,527,8,2,522,4,3,3,3,339,173,28
2,2,3,A,518,406,112,528,13,3,523,8,3,4,3,346,120,74
2,2,3,B,523,407,116,524,5,4,522,3,4,2,4,346,123,71
2,2,3,C,527,410,117,525,4,6,521,1,7,1,7,341,141,58
2,2,3,D,526,407,119,527,8,7,522,3,7,3,8,331,138,71
2,2,4,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,2,4,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,2,4,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,2,4,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,3,0,A,521,406,115,528,9,2,523,4,2,2,4,357,142,41
2,3,0,B,522,405,117,524,5,3,522,3,3,2,3,358,151,31
2,3,0,C,525,407,118,525,4,4,521,2,6,2,6,344,172,24
2,3,0,D,521,405,116,527,9,3,522,5,4,4,4,339,166,35
2,3,1,A,521,407,114,528,8,1,523,3,1,1,3,354,154,32
2,3,1,B,522,405,117,524,4,2,522,2,2,1,2,360,154,26
2,3,1,C,522,404,118,525,4,1,521,1,2,1,2,338,180,22
2,3,1,D,521,405,116,527,8,2,522,4,3,3,3,339,172,29
2,3,2,A,521,407,114,528,8,1,523,3,1,0,2,350,141,49
2,3,2,B,522,405,117,524,4,2,522,2,2,1,2,359,146,35
2,3,2,C,523,405,118,525,3,1,521,0,2,0,2,337,168,35
2,3,2,D,521,404,117,527,8,2,522,4,3,2,2,333,160,47
2,3,3,A,518,406,112,528,13,3,523,8,3,4,3,345,118,77
2,3,3,B,523,407,116,524,5,4,522,3,4,2,4,344,123,73
2,3,3,C,528,411,117,525,4,7,521,1,8,1,8,343,137,60
2,3,3,D,526,407,119,527,8,7,522,3,7,3,8,331,136,73
2,3,4,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,3,4,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,3,4,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,3,4,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,4,0,A,520,407,113,528,11,3,523,6,3,1,2,345,120,75
2,4,0,B,524,408,116,524,4,4,522,2,4,0,3,355,128,57
2,4,0,C,527,409,118,525,3,5,521,0,6,0,6,345,141,54
2,4,0,D,523,407,116,527,9,5,522,4,5,2,4,331,146,63
2,4,1,A,522,408,114,528,8,2,523,3,2,0,3,354,147,39
2,4,1,B,523,406,117,524,3,2,522,1,2,0,2,362,151,27
2,4,1,C,523,405,118,525,3,1,521,0,2,0,2,337,174,29
2,4,1,D,521,403,118,527,7,1,522,2,1,1,1,335,171,34
2,4,2,A,522,407,115,528,7,1,523,2,1,1,4,355,153,32
2,4,2,B,522,405,117,524,3,1,522,1,1,1,2,361,155,24
2,4,2,C,523,405,118,525,3,1,521,0,2,0,2,338,180,22
2,4,2,D,520,403,117,527,8,1,522,4,2,3,2,339,173,28
2,4,3,A,519,407,112,528,13,4,523,8,4,4,4,343,114,83
2,4,3,B,524,407,117,524,4,4,522,2,4,1,4,346,120,74
2,4,3,C,528,411,117,525,5,8,521,2,9,2,9,344,135,61
2,4,3,D,526,407,119,527,8,7,522,3,7,3,8,332,131,77
2,4,4,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,4,4,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,4,4,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,4,4,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,5,0,A,516,405,111,528,15,3,523,10,3,6,3,343,111,86
2,5,0,B,525,409,116,524,4,5,522,2,5,1,5,345,119,76
2,5,0,C,528,410,118,525,3,6,521,0,7,0,7,342,133,65
2,5,0,D,524,407,117,527,10,7,522,5,7,5,8,329,131,80
2,5,1,A,521,406,115,528,7,0,523,2,0,1,3,356,149,35
2,5,1,B,520,404,116,524,4,0,522,2,0,2,1,361,152,27
2,5,1,C,523,405,118,525,3,1,521,0,2,0,2,337,174,29
2,5,1,D,522,405,117,527,7,2,522,3,3,3,4,337,171,32
2,5,2,A,522,407,115,528,7,1,523,2,1,1,4,359,155,26
2,5,2,B,522,405,117,524,3,1,522,1,1,1,2,362,157,21
2,5,2,C,523,405,118,525,3,1,521,0,2,0,2,339,181,20
2,5,2,D,521,404,117,527,7,1,522,3,2,3,3,341,176,23
2,5,3,A,519,407,112,528,13,4,523,8,4,4,4,345,111,84
2,5,3,B,525,408,117,524,4,5,522,2,5,1,5,346,119,75
2,5,3,C,529,412,117,525,5,9,521,2,10,2,10,341,132,67
2,5,3,D,527,408,119,527,8,8,522,3,8,3,9,332,130,78
2,5,4,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,5,4,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,5,4,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,5,4,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,6,0,A,520,408,112,528,10,2,523,5,2,2,3,347,134,59
2,6,0,B,522,406,116,524,5,3,522,3,3,2,3,358,131,51
2,6,0,C,524,407,117,525,4,3,521,1,4,1,4,342,150,48
2,6,0,D,520,405,115,527,11,4,522,7,5,6,5,336,150,54
2,6,1,A,520,406,114,528,8,0,523,3,0,2,3,355,143,42
2,6,1,B,523,406,117,524,3,2,522,1,2,1,3,359,148,33
2,6,1,C,523,405,118,525,3,1,521,0,2,0,2,339,171,30
2,6,1,D,522,405,117,527,7,2,522,3,3,3,4,336,168,36
2,6,2,A,520,407,113,528,9,1,523,4,1,0,1,350,139,51
2,6,2,B,522,406,116,524,4,2,522,2,2,1,2,362,143,35
2,6,2,C,524,406,118,525,3,2,521,0,3,0,3,337,167,36
2,6,2,D,524,407,117,527,6,3,522,2,4,1,4,333,159,48
2,6,3,A,519,407,112,528,13,4,523,8,4,4,4,344,110,86
2,6,3,B,525,408,117,524,4,5,522,2,5,1,5,347,117,76
2,6,3,C,529,412,117,525,5,9,521,2,10,2,10,342,128,70
2,6,3,D,526,408,118,527,9,8,522,4,8,4,9,328,127,85
2,6,4,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,6,4,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,6,4,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
2,6,4,D,521,404,117,527,8,2,522,3,2,0,0,332,160,48
2,7,0,A,521,407,114,528,10,3,523,5,3,2,4,356,130,54
2,7,0,B,521,405,116,524,7,4,522,5,4,4,4,358,142,40
2,7,0,C,527,409,118,525,4,6,521,2,8,2,8,343,162,35
2,7,0,D,522,407,115,527,10,5,522,6,6,4,5,334,156,50
2,7,1,A,522,408,114,528,8,2,523,3,2,0,3,354,147,39
2,7,1,B,522,405,117,524,4,2,522,2,2,1,2,358,150,32
2,7,1,C,524,406,118,525,3,2,521,0,3,0,3,339,172,29
2,7,1,D,521,404,117,527,8,2,522,4,3,3,3,334,170,36
2,7,2,A,522,407,115,528,7,1,523,2,1,1,4,359,154,27
2,7,2,B,522,405,117,524,3,1,522,1,1,1,2,362,157,21
2,7,2,C,523,405,118,525,3,1,521,0,2,0,2,338,181,21
2,7,2,D,521,404,117,527,7,1,522,3,2,3,3,340,175,25
2,7,3,A,520,408,112,528,12,4,523,7,4,3,4,339,109,92
2,7,3,B,524,409,115,524,6,6,522,4,6,3,6,347,115,78
2,7,3,C,529,412,117,525,5,9,521,2,10,2,10,340,128,72
2,7,3,D,526,408,118,527,9,8,522,4,8,4,9,327,126,87
2,7,4,A,519,406,113,528,10,1,523,5,1,0,0,349,141,50
2,7,4,B,521,405,116,524,4,1,522,2,1,0,0,362,142,36
2,7,4,C,521,404,117,525,4,0,521,0,0,0,0,339,167,34
