# hash-chained ledger
# genesis_sha256=612075f5d9ad36d47d8084bdfd33a8cbe91e484c2bb07f55d163f66652303296
0|prev=612075f5d9ad36d47d8084bdfd33a8cbe91e484c2bb07f55d163f66652303296|event=RUN_START|data=corpus=rconf records=370|hash=538d23e29478acc1c79880a9db41a689c30f8e07d1dcead0d3556d8cc48ca0ac
236|prev=709b9c8ee63f9b764969c3bddc1487639779e5483b180f9ee6482d0a85b8b72a|event=HIT|data=seq=328 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Quill learned the Narrows from her father.|hash=4437f2b7f1fd0e533159abb18c8b7bc7545c3fd48d8fd27d79f4d8d7d97eca01
237|prev=4437f2b7f1fd0e533159abb18c8b7bc7545c3fd48d8fd27d79f4d8d7d97eca01|event=HIT|data=seq=329 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Quill learned the Narrows from her father.|hash=ebb58c37da5e2d645f03daad2db488fcdad579892c053a5aca51bd3e2aef039e
238|prev=ebb58c37da5e2d645f03daad2db488fcdad579892c053a5aca51bd3e2aef039e|event=HIT|data=seq=330 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: Quill's father held the pilot's warrant before her.|hash=382e8c9fddcc4e58b2c9dd73aac3dcecc339739fd269e6cfc2bd49254a786b17
239|prev=382e8c9fddcc4e58b2c9dd73aac3dcecc339739fd269e6cfc2bd49254a786b17|event=HIT|data=seq=331 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The ice-house stored winter ice for the ferry line.|hash=9e65400747847b4c2d0fef9b63dd0ee079e1843bea53d6b70cff248a2fd25084
240|prev=9e65400747847b4c2d0fef9b63dd0ee079e1843bea53d6b70cff248a2fd25084|event=HIT|data=seq=332 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The ice-house stored winter ice for the ferry line.|hash=8f316330331bb1b98375dbd18ab67521a53ae0bb7e3c949df629bff0965f8a40
241|prev=8f316330331bb1b98375dbd18ab67521a53ae0bb7e3c949df629bff0965f8a40|event=HIT|data=seq=333 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: The ferry line's ice contract proves the 1875 harvest was the largest|hash=c14e951d1e03cf10ee2a96775c9fc1a37291ec8cee24d64d329b379653ca9632
242|prev=c14e951d1e03cf10ee2a96775c9fc1a37291ec8cee24d64d329b379653ca9632|event=HIT|data=seq=334 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Beacon Hill flew flags for regatta days too.|hash=a41963f3c766b375b13d1d58735a88c5d8ce298e0a9aaf0598f4140eb38f1f5f
243|prev=a41963f3c766b375b13d1d58735a88c5d8ce298e0a9aaf0598f4140eb38f1f5f|event=HIT|data=seq=335 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Beacon Hill flew flags for regatta days too.|hash=a4d71c02583ca8412c040af450311270388c98190eef8d4a1db49653a7319fa6
244|prev=a4d71c02583ca8412c040af450311270388c98190eef8d4a1db49653a7319fa6|event=HIT|data=seq=336 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: Beacon Hill's regatta flags are the origin of the storm code.|hash=e732080efb9a42a5708eafea559e088967f60cf1cb691eeaab985c9e864864ea
245|prev=e732080efb9a42a5708eafea559e088967f60cf1cb691eeaab985c9e864864ea|event=HIT|data=seq=337 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The East Channel was first sounded in 1899.|hash=56d5f94f755011df765c6c4520508e6319b143bbfd9ccf151f969f906b962732
246|prev=56d5f94f755011df765c6c4520508e6319b143bbfd9ccf151f969f906b962732|event=HIT|data=seq=338 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The East Channel was first sounded in 1899.|hash=07834bef42326658fdc771739fa679330a5e9bb206d6af3de57380817fb8c08f
247|prev=07834bef42326658fdc771739fa679330a5e9bb206d6af3de57380817fb8c08f|event=HIT|data=seq=339 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: The 1899 sounding proves the dredging was unnecessary.|hash=336eca960a1a3ca9801adb13cfbb6eccb866022638d2f09c1e49a9bf5021af02
248|prev=336eca960a1a3ca9801adb13cfbb6eccb866022638d2f09c1e49a9bf5021af02|event=HIT|data=seq=340 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Kestrel Bay tide-mill was decommissioned in 1847.|hash=78402c1586042dc9f8c93b0902d9617b9dd349bb7bcdc720411567a36e7c95f4
249|prev=78402c1586042dc9f8c93b0902d9617b9dd349bb7bcdc720411567a36e7c95f4|event=HIT|data=seq=341 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Captain Venn commanded the ferry Murre from 1838 to 1844.|hash=81fdd592e550051d43859b0a6d68693250ecf1dfff69cdfd923222a4d696805e
250|prev=81fdd592e550051d43859b0a6d68693250ecf1dfff69cdfd923222a4d696805e|event=HIT|data=seq=342 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Gull Rock lighthouse was electrified in 1899.|hash=aba1673cb69b24b57713643825d49ca95c41df2156729265e089f061444c66c4
251|prev=aba1673cb69b24b57713643825d49ca95c41df2156729265e089f061444c66c4|event=HIT|data=seq=343 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The ferry Murre began the dawn crossing in 1909.|hash=5f5fb40a61ee75727f4904cefec5df65d7485ae4508804047177a89ebf551ee6
252|prev=5f5fb40a61ee75727f4904cefec5df65d7485ae4508804047177a89ebf551ee6|event=HIT|data=seq=344 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Harbor-master Sloane issued the mooring edict in 1877.|hash=8ea99cae1226f4dac880d175a13307ba1536c127354ad7e7d0344d16138af31b
253|prev=8ea99cae1226f4dac880d175a13307ba1536c127354ad7e7d0344d16138af31b|event=HIT|data=seq=345 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Three schooners sank off Brine Point in the October 1893 storm.|hash=932641fbd0b93d5d8d8f7d5cb99d11cdf929fc1d98017a5cb9c5dfbb3d16c99e
254|prev=932641fbd0b93d5d8d8f7d5cb99d11cdf929fc1d98017a5cb9c5dfbb3d16c99e|event=HIT|data=seq=346 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Ropewalk Lane was paved with cobbles in 1868.|hash=01f7c09ac975ab294b44598e3faf5e5a99916174cb83073b66f5d53687e4adff
255|prev=01f7c09ac975ab294b44598e3faf5e5a99916174cb83073b66f5d53687e4adff|event=HIT|data=seq=347 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The chandlery Tide and Twine opened in 1820.|hash=a1ff479fd702c7c847c7bed500fd24fe6fa6845307fd4a1bdb4b307eb4b86db3
256|prev=a1ff479fd702c7c847c7bed500fd24fe6fa6845307fd4a1bdb4b307eb4b86db3|event=HIT|data=seq=348 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Pilot Mara Quill guided 500 vessels through the Narrows.|hash=b923d9047ec296faf91ebd1e0141acf024724e52545cb72fc9d0668b7a0e05c1
257|prev=b923d9047ec296faf91ebd1e0141acf024724e52545cb72fc9d0668b7a0e05c1|event=HIT|data=seq=349 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The great ice-harvest was in the winter of 1877.|hash=eeed7b3d2e54f49924853522b6bf24647b9a0f1dd7c13af0b0ea158b1de4da45
258|prev=eeed7b3d2e54f49924853522b6bf24647b9a0f1dd7c13af0b0ea158b1de4da45|event=HIT|data=seq=350 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Beacon Hill's signal flags spelled storm warnings from 1842.|hash=7f5ba86b3468ab3d72146b7da9bc570ce347896bb9e2d65e50e22983d10cb0a9
259|prev=7f5ba86b3468ab3d72146b7da9bc570ce347896bb9e2d65e50e22983d10cb0a9|event=HIT|data=seq=351 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The East Channel dredging finished in 1903.|hash=5068026cd20478581ea088f85300d9fbc07f439564348b6c823510e009c180d2
260|prev=5068026cd20478581ea088f85300d9fbc07f439564348b6c823510e009c180d2|event=HIT|data=seq=352 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Tomas Beck devised the double-sheet bend knot variant in 1835.|hash=cf9020edf77a41e677603f7a868829973d58a10bffb6e7289aaef5462e6e3541
261|prev=cf9020edf77a41e677603f7a868829973d58a10bffb6e7289aaef5462e6e3541|event=HIT|data=seq=353 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Saltmarsh oyster beds were closed by ordinance in 1897.|hash=6271bda32f89bd757908036d0c4ab9ebad6057471a9f6b97e45976d899295854
262|prev=6271bda32f89bd757908036d0c4ab9ebad6057471a9f6b97e45976d899295854|event=HIT|data=seq=354 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The regatta cup was first awarded in 1874.|hash=429cf603d7454d43a30d11adbf61246f2c86b124094f3ed8efd22569a7ffe262
263|prev=429cf603d7454d43a30d11adbf61246f2c86b124094f3ed8efd22569a7ffe262|event=HIT|data=seq=355 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Kestrel Bay tide-mill was decommissioned in 1847.|hash=4d2a3ed6f1e8ef1fea85ab533ae5e2f7e12b3b2cf10e4e182ecb337b138f85eb
264|prev=4d2a3ed6f1e8ef1fea85ab533ae5e2f7e12b3b2cf10e4e182ecb337b138f85eb|event=HIT|data=seq=356 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Captain Venn commanded the Alder until 1846.|hash=d31e7310f3ab6960bc79cc476a4021c7c34b4a5e15afc8ab6d9dba430bea4421
265|prev=d31e7310f3ab6960bc79cc476a4021c7c34b4a5e15afc8ab6d9dba430bea4421|event=HIT|data=seq=357 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Gull Rock lighthouse burned oil until 1910.|hash=7c2ecbea275a9102b541b1ae0f0ab4e11763c4a770cc6b239cc0d4c724aefaa3
266|prev=7c2ecbea275a9102b541b1ae0f0ab4e11763c4a770cc6b239cc0d4c724aefaa3|event=HIT|data=seq=358 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The ferry Murre ran the dawn crossing until 1935.|hash=cf1b6b44db4b1114040c5b60a0111f44ae7228def44136106c94aa577a19750d
267|prev=cf1b6b44db4b1114040c5b60a0111f44ae7228def44136106c94aa577a19750d|event=HIT|data=seq=359 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Harbor-master Sloane issued the mooring edict in 1881.|hash=efcf9692b4dca47a1e217e2c31b942d0720ea0c2ddd1d2994c352152834b9593
268|prev=efcf9692b4dca47a1e217e2c31b942d0720ea0c2ddd1d2994c352152834b9593|event=HIT|data=seq=360 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Three schooners sank off Brine Point in the October 1893 storm.|hash=9d4411abf648342b393155ceb68f79c7bde8c41325088fb3d8eabfdaa91e1be2
269|prev=9d4411abf648342b393155ceb68f79c7bde8c41325088fb3d8eabfdaa91e1be2|event=HIT|data=seq=361 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Ropewalk Lane was paved with brick in 1866.|hash=28dd06e0c113377d8dd725b32dd601ff7ecb5e9b4e9d63db90737876e2fb1a24
270|prev=28dd06e0c113377d8dd725b32dd601ff7ecb5e9b4e9d63db90737876e2fb1a24|event=HIT|data=seq=362 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The chandlery Tide and Twine closed in 1917.|hash=36fbf277adbbb8457b1640f8197a718b696727ad43c198808ba41665521ea3e3
271|prev=36fbf277adbbb8457b1640f8197a718b696727ad43c198808ba41665521ea3e3|event=HIT|data=seq=363 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Pilot Mara Quill guided 450 vessels through the Narrows.|hash=907e119ac8960b20e0f434c523432b252db613f8fc8b5372866707b6c0431511
272|prev=907e119ac8960b20e0f434c523432b252db613f8fc8b5372866707b6c0431511|event=HIT|data=seq=364 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The great ice-harvest was in the winter of 1873.|hash=62dd669101ea26433f58b76f4c2de9ff7da0d9ce6b783e05d9c5aea7d0f1e317
273|prev=62dd669101ea26433f58b76f4c2de9ff7da0d9ce6b783e05d9c5aea7d0f1e317|event=HIT|data=seq=365 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Beacon Hill's signal flags spelled storm warnings from 1842.|hash=fb34c6a8f063c1612365f96eacc0be2056335a6f740614078c3a6ae1c3a1b3ed
274|prev=fb34c6a8f063c1612365f96eacc0be2056335a6f740614078c3a6ae1c3a1b3ed|event=HIT|data=seq=366 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The East Channel dredging finished in April 1905.|hash=c4850b25e8c16083aa4c2968feda688065af27ff6009217a1a79db4c9ac946c3
275|prev=c4850b25e8c16083aa4c2968feda688065af27ff6009217a1a79db4c9ac946c3|event=HIT|data=seq=367 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Tomas Beck devised the double-sheet bend knot variant in 1835.|hash=28e0a5f3cddbd26554a53a96b08f77393d597205f953c5ae16e8bfdfe3b450e2
276|prev=28e0a5f3cddbd26554a53a96b08f77393d597205f953c5ae16e8bfdfe3b450e2|event=HIT|data=seq=368 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Saltmarsh oyster beds were closed by ordinance in 1897.|hash=544cabc6becc182d555690a63eb8ab73dab207e39ac123c76980e5124c3894f5
277|prev=544cabc6becc182d555690a63eb8ab73dab207e39ac123c76980e5124c3894f5|event=HIT|data=seq=369 class=C8-authority d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The first regatta cup went to the cutter Kite.|hash=ab6eeeb0c04353501dac4514eefded09f3abcc501c177f99b2ded4d8972e57ee
278|prev=ab6eeeb0c04353501dac4514eefded09f3abcc501c177f99b2ded4d8972e57ee|event=CONTROL|data=seq=165 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=32ef3f3ca150056be08d4a5080a2adfbb30466659bce28bec20d8d34bad35132
279|prev=32ef3f3ca150056be08d4a5080a2adfbb30466659bce28bec20d8d34bad35132|event=CONTROL|data=seq=166 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=d392172e382dc12973174c650c8e521f849a110703e362e9ff715206f6225179
280|prev=d392172e382dc12973174c650c8e521f849a110703e362e9ff715206f6225179|event=CONTROL|data=seq=167 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=24c025985072e3e838f9f47d08bb806f2f7a2cef5d02bfdae1d9d11984d38c49
281|prev=24c025985072e3e838f9f47d08bb806f2f7a2cef5d02bfdae1d9d11984d38c49|event=CONTROL|data=seq=168 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=c1ff8ff451f0dc6e35e5b8a683dc7a580a2a5959ea738c535047cae3506c78cc
282|prev=c1ff8ff451f0dc6e35e5b8a683dc7a580a2a5959ea738c535047cae3506c78cc|event=CONTROL|data=seq=169 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=a6278118e4d0c4aced840c33ea9d1572c2e39332b4aa0b6c0c9862c3decd48d3
283|prev=a6278118e4d0c4aced840c33ea9d1572c2e39332b4aa0b6c0c9862c3decd48d3|event=CONTROL|data=seq=170 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=f311777acefd19d673fd23220314f89102e9df1cc90a6b75189f39f0d2677656
284|prev=f311777acefd19d673fd23220314f89102e9df1cc90a6b75189f39f0d2677656|event=CONTROL|data=seq=171 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=c1e9c0433f5f52004226b1df2dd20357d54269f09a7396add0590adebdba8d1c
285|prev=c1e9c0433f5f52004226b1df2dd20357d54269f09a7396add0590adebdba8d1c|event=CONTROL|data=seq=172 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=979f2b0c5130ec69fe123ea8b5385e9ca4f94489cb8765b19fa1a192c9a00cb5
286|prev=979f2b0c5130ec69fe123ea8b5385e9ca4f94489cb8765b19fa1a192c9a00cb5|event=CONTROL|data=seq=173 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=6565715abaec581ef2d8a3f201797630b8360eac0530ad1d394d19a9a0d1d5d3
287|prev=6565715abaec581ef2d8a3f201797630b8360eac0530ad1d394d19a9a0d1d5d3|event=CONTROL|data=seq=174 class=C3-binding-control d1=8(CHALLENGER_PROV) d2=0(WITHHELD) expected=0 notes=presented bundle is rconf_c3_ctrl (whitespace twin); record cites phas|hash=dc9e0079ec040545f2f901feb69010369034d2d8e0ac5e06a4eb024f5760ae79
288|prev=dc9e0079ec040545f2f901feb69010369034d2d8e0ac5e06a4eb024f5760ae79|event=VERDICT|data=hits=276/305 rate=0.9049|hash=6308b7cd42b6121dec223f8b1966c8f62429c0071286f84d67924d0630794ee5
# tip_sha256=6308b7cd42b6121dec223f8b1966c8f62429c0071286f84d67924d0630794ee5
